"Conversion ID","Click Date","Conversion Date","Recorded On",Advertiser,"Campaign Name","Order ID","Sale Amount (USD)","Estimated Earnings (USD)","Publisher Sub ID 1",Status,Remarks,"Publisher Sub ID 2","Publisher Sub ID 3","Publisher Sub ID 4","Publisher Sub ID 5","Advertiser Sub ID 2","Advertiser Sub ID 3","Advertiser Sub ID 4","Advertiser Sub ID 5"
549807733,"2025-08-12 20:44:16","2025-08-12 21:32:32","2025-08-13 10:35:28","Shopee PH - CPS",-,"208704745269987 | 250812MGB1EM0A",27.06,0.32,MP,Pending,,,689b371dabfe8834c7ab32c2,,,"NIDO JR. Milk Supplement For Children 1-3 Years Old 2.4kg","Mom & Baby","EXISTING | APP","77360186 | SHOPEE_MALL_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549806657,"2025-08-12 19:59:22","2025-08-12 21:42:38","2025-08-13 10:33:49","Shopee PH - CPS",-,"208705358294043 | 250812MGWA30G0",3.76,0.05,MP,Pending,,,689b2c99eb58c1673d56ecc0,,,"Rayovac Peak Performance Size 675 PR44 (6pcs) p675 1.45v A675 Hearing Aid Battery Batteries Zinc Air","Home Appliances","EXISTING | APP","140576173 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549810782,"2025-08-12 19:57:49","2025-08-12 19:59:01","2025-08-13 10:38:28","Shopee PH - CPS",-,"208699141271086 | 250812MB412D2C",2.36,0.03,MP,Pending,,,689b2c3cc46cc9450eba0b8b,,,"30g Vitamin C Face Whitening Cream Black Spot Remover Oil Skin Care Essence Facial Moisturizer Cream",Beauty,"EXISTING | APP","356943353 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549809604,"2025-08-12 19:53:44","2025-08-12 20:48:52","2025-08-13 10:37:25","Shopee PH - CPS",-,"208702125266452 | 250812MDVXTP52",1.58,0.02,MP,Pending,,,689b2b48db907d45af51a393,,,"BASTONERO 5G, anti parasitic sold per sachet",Pets,"EXISTING | APP","562431903 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549808956,"2025-08-12 19:53:24","2025-08-12 21:02:23","2025-08-13 10:36:51","Shopee PH - CPS",-,"208702943222605 | 250812MENAVMY8",0.67,0.01,MP,Pending,,,689b2b34659f234687be8fc9,,,"1PCS/Hairnet black bun pony net for girls boknay hair pony","Baby & Kids Fashion","EXISTING | APP","325483708 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549812213,"2025-08-12 19:21:41","2025-08-12 19:26:37","2025-08-13 10:39:52","Shopee PH - CPS",-,"208697196231697 | 250812M9A24J7Q",8.40,0.10,MP,Pending,,,689b23c30416ee3593705d24,,,"[REG] DIY DISHWASHING LIQUID KIT FREE BUBBLE ENHANCER 17-18 LITERS YIELD","Home & Living","EXISTING | APP","6116684 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549803933,"2025-08-12 19:16:18","2025-08-12 22:34:01","2025-08-13 10:30:16","Shopee PH - CPS",-,"208708440283014 | 250812MKS59T1K",0.26,0.00,MP,Pending,,,689b2282636b0464d063d7b4,,,"Mini Square Clear Plastic Small Box Jewelry Storage Container Beads Case Box","Home & Living","EXISTING | APP","85520953 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549803935,"2025-08-12 19:16:18","2025-08-12 22:34:01","2025-08-13 10:30:16","Shopee PH - CPS",-,"208708440283013 | 250812MKS59T1J",0.84,0.01,MP,Pending,,,689b2282636b0464d063d7b4,,,"Plastic Jewelry Storage Boxes Beads Crafts Case Containers DIY Square Clear Jewelry Box Organizer","Home & Living","EXISTING | APP","637885032 | PREFERRED_CB | ORDERED_IN_DIFFERENT_SHOP"
549801137,"2025-08-12 19:07:56","2025-08-12 23:46:47","2025-08-13 10:26:40","Shopee PH - CPS",-,"208712806247882 | 250812MQU90721",22.99,0.28,MP,Pending,,,689b208bed260a35308eaf07,,,"【Big discounts】 bike for kids 3 wheels trolley stroller bike for baby 4 In 1 baby stroller bicycle","Mom & Baby","EXISTING | APP","1472755969 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549808097,"2025-08-12 19:05:10","2025-08-12 21:12:20","2025-08-13 10:35:52","Shopee PH - CPS",-,"208703540273489 | 250812MF749C47",1.47,0.02,MP,Pending,,,689b1fe5998262625a34f412,,,"2PCS Facial Roller and Gua Sha Set Anti Aging Face Roller Massager Guasha Tool for Face Eye Neck Natural Resin Beauty Skin Care ",Beauty,"EXISTING | APP","1122914116 | PREFERRED_CB | ORDERED_IN_DIFFERENT_SHOP"
549806513,"2025-08-12 18:56:53","2025-08-12 21:44:32","2025-08-13 10:33:32","Shopee PH - CPS",-,"208705471251663 | 250812MH0NT08K",2.59,0.03,MP,Pending,,,689b1df5a0cf9144e13970a2,,,"PerfectSkin Extra Strength Rejuvinating Set",Beauty,"EXISTING | APP","361253904 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549810753,"2025-08-12 18:49:31","2025-08-12 19:41:45","2025-08-13 10:38:27","Shopee PH - CPS",-,"2754998905468999731 | 2754998905468999731",1.70,0.01,MP,Pending,,,689b1c3bf6fa91e74d46b9b5,,,Go+99,TELCO,"EXISTING | APP","171986112 | SHOPEE_MALL_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549809832,"2025-08-12 18:47:01","2025-08-12 20:46:01","2025-08-13 10:37:35","Shopee PH - CPS",-,"208701954260017 | 250812MDQUR31T",3.90,0.05,MP,Pending,,,689b1b9d5eeb3e4498115061,,,"Pamela M/L/XL (4-12y/o) Coordinates","Baby & Kids Fashion","EXISTING | APP","938858576 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549809835,"2025-08-12 18:47:01","2025-08-12 20:46:01","2025-08-13 10:37:35","Shopee PH - CPS",-,"208701954260017 | 250812MDQUR31T",3.90,0.05,MP,Pending,,,689b1b9d5eeb3e4498115061,,,"Kitkat S/M/L/XL (3-12y/o) Terno Pants","Baby & Kids Fashion","EXISTING | APP","938858576 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549808958,"2025-08-12 18:40:42","2025-08-12 20:56:40","2025-08-13 10:36:51","Shopee PH - CPS",-,"208702600220531 | 250812MEB3S741",8.82,0.11,MP,Pending,,,689b1a291a1ac567643559a9,,,"Geena Silk Printed 'SUNFLOWER' 60 Width TELA/FABRIC","Women Clothes","EXISTING | APP","414124677 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549811980,"2025-08-12 18:33:49","2025-08-12 19:29:32","2025-08-13 10:39:39","Shopee PH - CPS",-,"208697372243564 | 250812M9FA02G9",1.40,0.02,MP,Pending,,,689b188ccbb50066307228ed,,,"Oracal 651 Glossy Sticker Vinyl (12x24"")",Automobiles,"EXISTING | APP","41296165 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549811985,"2025-08-12 18:33:49","2025-08-12 19:29:32","2025-08-13 10:39:39","Shopee PH - CPS",-,"208697372243564 | 250812M9FA02G9",1.33,0.02,MP,Pending,,,689b188ccbb50066307228ed,,,"Glittered Cardstock 230gsm 10pcs per pack",Stationery,"EXISTING | APP","41296165 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549811987,"2025-08-12 18:33:49","2025-08-12 19:29:32","2025-08-13 10:39:40","Shopee PH - CPS",-,"208697372243564 | 250812M9FA02G9",1.26,0.02,MP,Pending,,,689b188ccbb50066307228ed,,,"Glittered Cardstock 230gsm 10pcs per pack",Stationery,"EXISTING | APP","41296165 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549811989,"2025-08-12 18:33:49","2025-08-12 19:29:32","2025-08-13 10:39:40","Shopee PH - CPS",-,"208697372243564 | 250812M9FA02G9",1.37,0.02,MP,Pending,,,689b188ccbb50066307228ed,,,"Teckwrap Mirror Chrome Sticker Vinyl",Stationery,"EXISTING | APP","41296165 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549811994,"2025-08-12 18:33:49","2025-08-12 19:29:32","2025-08-13 10:39:40","Shopee PH - CPS",-,"208697372243564 | 250812M9FA02G9",1.33,0.02,MP,Pending,,,689b188ccbb50066307228ed,,,"Teckwrap Glitter Sticker Vinyl (12x12"")",Stationery,"EXISTING | APP","41296165 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549811997,"2025-08-12 18:33:49","2025-08-12 19:29:32","2025-08-13 10:39:41","Shopee PH - CPS",-,"208697372243564 | 250812M9FA02G9",1.37,0.02,MP,Pending,,,689b188ccbb50066307228ed,,,"Teckwrap Glitter Sticker Vinyl (12x12"")",Stationery,"EXISTING | APP","41296165 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549812000,"2025-08-12 18:33:49","2025-08-12 19:29:32","2025-08-13 10:39:41","Shopee PH - CPS",-,"208697372243564 | 250812M9FA02G9",1.52,0.02,MP,Pending,,,689b188ccbb50066307228ed,,,"Oracal 651 Glossy Sticker Vinyl (12x24"")",Automobiles,"EXISTING | APP","41296165 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549812004,"2025-08-12 18:33:49","2025-08-12 19:29:32","2025-08-13 10:39:41","Shopee PH - CPS",-,"208697372243564 | 250812M9FA02G9",1.40,0.02,MP,Pending,,,689b188ccbb50066307228ed,,,"Oracal 651 Glossy Sticker Vinyl (12x24"")",Automobiles,"EXISTING | APP","41296165 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549811564,"2025-08-12 18:30:22","2025-08-12 19:21:17","2025-08-13 10:39:12","Shopee PH - CPS",-,"208696876289927 | 250812M90H0JFU",5.08,0.06,MP,Pending,,,689b17bd3faa694df392de9e,,,"LUNJE Bike Seatpost 27.2/30.9/31.6mm×400mm Bicycle Aluminum Alloy seatpost for MTB Road Bike parts","Sports & Outdoors","EXISTING | APP","477392614 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549812077,"2025-08-12 18:30:22","2025-08-12 18:55:43","2025-08-13 10:39:44","Shopee PH - CPS",-,"208695342234292 | 250812M7JT12GX",3.50,0.04,MP,Pending,,,689b17bd3faa694df392de9e,,,"INSPEED bicycle saddle 1913 bicycle seat cushion is soft and comfortable","Sports & Outdoors","EXISTING | APP","36316534 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549811567,"2025-08-12 18:30:22","2025-08-12 19:21:17","2025-08-13 10:39:12","Shopee PH - CPS",-,"208696876289927 | 250812M90H0JFU",0.00,0.00,MP,Pending,,,689b17bd3faa694df392de9e,,,"INTNERSON Sticker Bicycle stickers（Gift link, order separately without shipping）",Stationery,"EXISTING | APP","477392614 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549811573,"2025-08-12 18:30:22","2025-08-12 19:33:43","2025-08-13 10:39:12","Shopee PH - CPS",-,"208697623257966 | 250812M9PSC3GB",2.29,0.03,MP,Pending,,,689b17bd3faa694df392de9e,,,"Local Delivery ROCKBROS Bicycle Seat Tube Clamp Quick Release Mountain Road Bike Clamp Buckle Lock Buckle","Sports & Outdoors","EXISTING | APP","154429994 | PREFERRED_CB | ORDERED_IN_DIFFERENT_SHOP"
549813554,"2025-08-12 18:23:40","2025-08-12 18:36:17","2025-08-13 10:41:02","Shopee PH - CPS",-,"208694177255162 | 250812M6G30ESX",2.17,0.03,MP,Pending,,,689b162aee3525449119f054,,,"Kniyea Vitamin C Rejuvenation Toner Whitening Moisturizing Anti-Aging Anti-Wrinkles Fade Dark Spots",Beauty,"EXISTING | APP","1412372819 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549811765,"2025-08-12 18:20:37","2025-08-12 19:32:06","2025-08-13 10:39:21","Shopee PH - CPS",-,"208697526271076 | 250812M9KVVMGC",4.20,0.02,MP,Pending,,,689b1574127cf830f300d6df,,,"HALOGEN BULB H3 12V 100W","Spare Parts and Accessories for Vehicles","EXISTING | APP","735504149 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549811768,"2025-08-12 18:20:37","2025-08-12 19:32:06","2025-08-13 10:39:22","Shopee PH - CPS",-,"208697526271076 | 250812M9KVVMGC",4.41,0.02,MP,Pending,,,689b1574127cf830f300d6df,,,"UNIVERSAL 8 TERMINAL PLUG-IN FUSE BOX <FUSE INCLUDED> (PFB-8T)","Spare Parts and Accessories for Vehicles","EXISTING | APP","735504149 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549811816,"2025-08-12 18:17:35","2025-08-12 19:18:11","2025-08-13 10:39:25","Shopee PH - CPS",-,"208696684269186 | 250812M8TSVJWP",0.21,0.00,MP,Pending,,,689b14bf413949f211dc8f9e,,,"Disposable Rubber Band Colorful Small Elastic Hair Band Ponytail Hair Tie","Baby & Kids Fashion","EXISTING | APP","548453404 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549811820,"2025-08-12 18:17:35","2025-08-12 19:18:11","2025-08-13 10:39:25","Shopee PH - CPS",-,"208696684269186 | 250812M8TSVJWP",0.33,0.00,MP,Pending,,,689b14bf413949f211dc8f9e,,,"50PCS Children's rubber band baby hair ring tie hair rope color towel ring elastic good head rope","Baby & Kids Fashion","EXISTING | APP","548453404 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549811824,"2025-08-12 18:17:35","2025-08-12 19:18:11","2025-08-13 10:39:26","Shopee PH - CPS",-,"208696684269186 | 250812M8TSVJWP",0.51,0.01,MP,Pending,,,689b14bf413949f211dc8f9e,,,"5PCS /SET Children's Butterfly Hair Clip Sweet 3D Hair Clip Cute Gradient Color Clip Hair Accessory","Baby & Kids Fashion","EXISTING | APP","548453404 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549811828,"2025-08-12 18:17:35","2025-08-12 19:18:11","2025-08-13 10:39:26","Shopee PH - CPS",-,"208696684269186 | 250812M8TSVJWP",0.61,0.01,MP,Pending,,,689b14bf413949f211dc8f9e,,,"NECK Light luxury style hair band Retro elegant wide-edge printed headband women's hair accessory","Fashion Accessories","EXISTING | APP","548453404 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549811968,"2025-08-12 18:17:07","2025-08-12 18:57:20","2025-08-13 10:39:37","Shopee PH - CPS",-,"208695440246550 | 250812M7NQG2X4",39.83,0.48,MP,Pending,,,689b149ad0d0ecef45e54dbd,,,"NC Fashion Casual Floral Plus Size Maxi Dress","Women Clothes","EXISTING | APP","35238856 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549805538,"2025-08-12 18:13:27","2025-08-12 22:18:06","2025-08-13 10:32:17","Shopee PH - CPS",-,"208707485289890 | 250812MJVPHCT3",1.72,0.02,MP,Pending,,,689b13c67e2502648fd9f6c3,,,"300/500ML Condiments Oil Bottle Kitchen Oil Dispenser Soy Sauce Vinegar Squeeze Bottle","Home & Living","EXISTING | APP","509233496 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549805548,"2025-08-12 18:13:27","2025-08-12 22:18:06","2025-08-13 10:32:18","Shopee PH - CPS",-,"208707485289890 | 250812MJVPHCT2",0.23,0.00,MP,Pending,,,689b13c67e2502648fd9f6c3,,,"NO. 26 SPRINGMAID HAIR COMB HAIRs TOOLS SUKLAY SCALP MASSAGE  Haircomb Hair Accessories  072",Beauty,"EXISTING | APP","152630629 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549805550,"2025-08-12 18:13:27","2025-08-12 22:18:06","2025-08-13 10:32:18","Shopee PH - CPS",-,"208707485289890 | 250812MJVPHCT2",0.42,0.01,MP,Pending,,,689b13c67e2502648fd9f6c3,,,"MANICURE accessories NAIL CARE NAIL  Cuticle acetone merthiolet Pedicure gamot na pula",Beauty,"EXISTING | APP","152630629 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549805552,"2025-08-12 18:13:27","2025-08-12 22:18:06","2025-08-13 10:32:18","Shopee PH - CPS",-,"208707485289890 | 250812MJVPHCT2",0.56,0.01,MP,Pending,,,689b13c67e2502648fd9f6c3,,,"OMG NAILs NAIL polish CUTICS 10ML  part3 kutiks spa nailspa nail art manicure pedicure cutix art",Beauty,"EXISTING | APP","152630629 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549806855,"2025-08-12 18:07:58","2025-08-12 21:24:58","2025-08-13 10:34:02","Shopee PH - CPS",-,"208704298202033 | 250812MFWQ3BAY",7.44,0.09,MP,Pending,,,689b127e53c68def37a7c7f6,,,"Heavy Duty Toilet Seat Fastener Bolt Kit, Toilet Seat Screws Replacement Kit, Universal Toilet Seat Bolts Kit, Waterproof Stainl","Home & Living","EXISTING | APP","772933205 | PREFERRED_CB | ORDERED_IN_DIFFERENT_SHOP"
549803645,"2025-08-12 18:07:54","2025-08-12 22:45:54","2025-08-13 10:29:49","Shopee PH - CPS",-,"208709154217954 | 250812MMEE57FV",2.57,0.03,MP,Pending,,,689b1279a1220043d468d1b4,,,"Movall Ultra Bright CREE XML T6 LED 5 Mode Bright Zoom Flashlight Splashproof Torch","Sports & Outdoors","EXISTING | APP","28993584 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549812032,"2025-08-12 18:05:54","2025-08-12 19:28:48","2025-08-13 10:39:43","Shopee PH - CPS",-,"208697328225782 | 250812M9E00QJS",3.57,0.04,MP,Pending,,,689b120041e735f1c4e879db,,,"For SKUA150 RGY6-125 TMX155 GY200 Speed Limit 4000-12000Rpm Lgnition 6 Pin AC RACIN CDI Box",Motorcycles,"EXISTING | APP","1377631439 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549804496,"2025-08-12 18:05:18","2025-08-12 22:10:41","2025-08-13 10:30:59","Shopee PH - CPS",-,"208707041207130 | 250812MJFF18FD",0.37,0.00,MP,Pending,,,689b11d7024ecd34cf5928b6,,,"LAMEILA Lip Glaze Long Lasting Liptint Waterproof Velvet Lip Tint Gloss Lip Makeup Lipstick  6 Color",Beauty,"EXISTING | APP","133940798 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549804500,"2025-08-12 18:05:18","2025-08-12 22:10:41","2025-08-13 10:30:59","Shopee PH - CPS",-,"208707041207130 | 250812MJFF18FD",0.35,0.00,MP,Pending,,,689b11d7024ecd34cf5928b6,,,"Liquid Lipstick Soft Matte VE Moisturising Long Lasting Beauty Make up Cruelty-Free",Beauty,"EXISTING | APP","133940798 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549804502,"2025-08-12 18:05:18","2025-08-12 22:10:41","2025-08-13 10:30:59","Shopee PH - CPS",-,"208707041207130 | 250812MJFF18FD",0.37,0.00,MP,Pending,,,689b11d7024ecd34cf5928b6,,,"LAMEILA Lip Glaze Long Lasting Liptint Waterproof Velvet Lip Tint Gloss Lip Makeup Lipstick  6 Color",Beauty,"EXISTING | APP","133940798 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549804505,"2025-08-12 18:05:18","2025-08-12 22:10:41","2025-08-13 10:31:00","Shopee PH - CPS",-,"208707041207130 | 250812MJFF18FD",0.37,0.00,MP,Pending,,,689b11d7024ecd34cf5928b6,,,"LAMEILA Lip Glaze Long Lasting Liptint Waterproof Velvet Lip Tint Gloss Lip Makeup Lipstick  6 Color",Beauty,"EXISTING | APP","133940798 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549804507,"2025-08-12 18:05:18","2025-08-12 22:10:41","2025-08-13 10:31:00","Shopee PH - CPS",-,"208707041207130 | 250812MJFF18FD",0.37,0.00,MP,Pending,,,689b11d7024ecd34cf5928b6,,,"LAMEILA Lip Glaze Long Lasting Liptint Waterproof Velvet Lip Tint Gloss Lip Makeup Lipstick  6 Color",Beauty,"EXISTING | APP","133940798 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549804510,"2025-08-12 18:05:18","2025-08-12 22:10:41","2025-08-13 10:31:00","Shopee PH - CPS",-,"208707041207130 | 250812MJFF18FD",0.37,0.00,MP,Pending,,,689b11d7024ecd34cf5928b6,,,"LAMEILA Lip Glaze Long Lasting Liptint Waterproof Velvet Lip Tint Gloss Lip Makeup Lipstick  6 Color",Beauty,"EXISTING | APP","133940798 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549804515,"2025-08-12 18:05:18","2025-08-12 22:10:41","2025-08-13 10:31:01","Shopee PH - CPS",-,"208707041207130 | 250812MJFF18FD",0.37,0.00,MP,Pending,,,689b11d7024ecd34cf5928b6,,,"LAMEILA Lip Glaze Long Lasting Liptint Waterproof Velvet Lip Tint Gloss Lip Makeup Lipstick  6 Color",Beauty,"EXISTING | APP","133940798 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549806929,"2025-08-12 17:58:50","2025-08-12 21:24:09","2025-08-13 10:34:07","Shopee PH - CPS",-,"2755005049387921310 | 2755005049387921310",0.25,0.00,MP,Pending,,,689b105a32f72cee233d6133,,,"FB 15",TELCO,"EXISTING | APP","171986112 | SHOPEE_MALL_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549810984,"2025-08-12 17:54:55","2025-08-12 20:15:17","2025-08-13 10:38:43","Shopee PH - CPS",-,"208700117295173 | 250812MC13V47R",1.82,0.02,MP,Pending,,,689b0f6e431d98ee5b241ad5,,,"50PCS Automatic Bleach Toilet Bowl Cleaner Stain Remover Blue Tab Tablet Flush Deodorizes T","Home & Living","EXISTING | APP","532225792 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
549809704,"2025-08-12 17:52:46","2025-08-12 20:07:47","2025-08-13 10:37:30","Shopee PH - CPS",-,"208699668205245 | 250812MBKQK5N5",3.13,0.04,MP,Pending,,,689b0eee2712c9f2f4b5385d,,,"Quarxery Painless Hair Removal Cream 60g Wax Hair Removal For Underarm Private Part Legs Armpit Bikini Line",Beauty,"EXISTING | APP","1309006945 | PREFERRED_CB | ORDERED_IN_DIFFERENT_SHOP"
549813742,"2025-08-12 17:37:58","2025-08-12 18:14:23","2025-08-13 10:41:10","Shopee PH - CPS",-,"208692863223831 | 250812M58WUEXG",21.87,0.26,MP,Pending,,,689b0b7567c661458f8ef455,,,"CLUTC LINING BARAKO 175 ( GENUINE )",Motorcycles,"EXISTING | APP","513575725 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
