"Conversion ID","Click ID","Click Date","Conversion Date","Recorded On","Click to Conversion Time",Advertiser,"Campaign Name","Order ID","Sale Amount (USD)","Estimated Earnings (USD)","Publisher Sub ID 1",Status,Remarks,"Publisher Sub ID 2","Publisher Sub ID 3","Publisher Sub ID 4","Publisher Sub ID 5","Advertiser Sub ID 2","Advertiser Sub ID 3","Advertiser Sub ID 4","Advertiser Sub ID 5"
539677211,f772b918915b423d8a86ac40654a3313,"2025-07-26 05:27:54","2025-07-26 09:53:02","2025-07-27 14:34:48",04:25:08,"Shopee ID (Media Buyers) - CPS",-,"207193982297975 | 2507265MN3WS28",0.49,0.01,MP,Pending,,,6883f6da131d4e1bbaa66465,,,"Kertas Bufalo Polos F4 / Folio isi 10 warna","Buku & Alat Tulis","EXISTING | APP","215747655 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539755908,f76db14064914ed4b30fe430a57d7e5b,"2025-07-26 13:34:50","2025-07-26 21:44:38","2025-07-27 15:17:14",08:09:48,"Shopee PH - CPS",-,"207236678222895 | 2507266VDHXB5F",2.41,0.01,MP,Pending,,,688468f9af02db316e8425db,,,"Wireless Keyboard i8 2.4GHz Air Mouse Handheld Touchpad Remote Control","Computers & Accessories","EXISTING | APP","542761735 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539758626,f526acda924047f0a41cb8cd46acacc3,"2025-07-26 12:18:05","2025-07-26 20:21:10","2025-07-27 15:21:19",08:03:05,"Shopee PH - CPS",-,"207231670252973 | 2507266QR9Y7Q4",45.46,0.55,MP,Pending,,,688456f66e03342eb52b1d60,,,"【5-year warranty】2500W Booster Jet Pump 2HP Jetmatic Water Pump Electric Water Pump Vortex Pump","Home & Living","EXISTING | APP","562110791 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539764148,f4db032166694a15b2f6a393bddee2a3,"2025-07-22 21:04:59","2025-07-26 12:43:57","2025-07-27 15:29:07",87:38:58,"Shopee PH - CPS",-,"207204237223099 | 2507265X6QSFCG",3.59,0.04,MP,Pending,,,687f8c7a0c6f1f1b9f418602,,,"RtopR Mango Blackhead Remover Mask Deep Clean Pores Acne Treatment Peeling Off Nose Mask Shrink Pores Serum",Beauty,"EXISTING | APP","322262573 | SHOPEE_MALL_CB | ORDERED_IN_DIFFERENT_SHOP"
539763804,f4920bdc8a1f4035bd91724f2710a3f7,"2025-07-25 02:07:10","2025-07-26 11:57:38","2025-07-27 15:28:38",33:50:28,"Shopee PH - CPS",-,"207201458244594 | 2507265UKWHQP4",2.87,0.03,MP,Pending,,,6882764e180c4b1ba7162875,,,"BUY 1 TAKE 1 Victoria Secret Perfum original Perfume for women long lasting 24Hours 250ML vanilla",Beauty,"EXISTING | APP","603945582 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539763726,f4537eb0491e40059b0be2c55019f89f,"2025-07-24 17:58:22","2025-07-26 12:53:39","2025-07-27 15:28:32",42:55:17,"Shopee PH - CPS",-,"207204819201206 | 2507265XR2T1NX",0.21,0.00,MP,Pending,,,688203bed0c4171b9cbbe29c,,,"TOPSHOP Original TREE FROG 502 50g Strong Super Glue Liquid Universal Glue Adhesive",Stationery,"EXISTING | APP","134347681 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539751332,f3d38828c6e94de9861bee7a58747b1b,"2025-07-23 14:15:31","2025-07-26 23:52:36","2025-07-27 15:12:46",81:37:05,"Shopee PH - CPS",-,"207244356203453 | 25072673JC7KDS",1.75,0.02,MP,Pending,,,68807e020ea4691babdcbbbe,,,"2in1 Strawberry Rabbit Stuffed Toy Cartoon Stuffed Toy Plushie Stuffed Toy Birthday Gift for Kid","Mom & Baby","EXISTING | APP","897793005 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539763325,f26a4357d5db4b48b243aa4e74d8b366,"2025-07-24 18:04:56","2025-07-26 11:11:04","2025-07-27 15:28:00",41:06:08,"Shopee PH - CPS",-,"207198664268243 | 2507265S0N047A",25.47,0.31,MP,Pending,,,688205478beb2d1b86a705e7,,,"COD Modern MINI  Bar table Rotating 360 Swivel Bar counter table coffee table dining table","Home & Living","EXISTING | APP","688050510 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539767809,f1c778e811554eeab9ef44135c28ff81,"2025-07-20 18:48:49","2025-07-26 01:02:09","2025-07-27 15:33:56",126:13:20,"Shopee PH - CPS",-,"207162129272004 | 2507264PYTGRG5",5.04,0.05,MP,Pending,,,687cc9912ab6431baa560d30,,,"Rixton Guitar Case Bag 40-41inch Waterproof Oxford Cloth Full-Size Zipper Pockets Carry Soft Guitar","Hobbies & Collections","EXISTING | APP","385566051 | SHOPEE_MALL_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539767057,f0443ee28a104f5a8077134e1b5ffbc2,"2025-07-20 18:55:10","2025-07-26 08:51:15","2025-07-27 15:33:11",133:56:05,"Shopee PH - CPS",-,"207190275298682 | 2507265H6MN8VP",1.35,0.02,MP,Pending,,,687ccb0aca0e911b920b664b,,,"Fashion Men's Waterproof Crossbody Belt Bags Unisex Waist Bag Korean Style","Men Bags","EXISTING | APP","1207161400 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539755954,f015652912d1471387ca4b0bd6453559,"2025-07-22 09:50:09","2025-07-26 21:43:53","2025-07-27 15:17:18",107:53:44,"Shopee PH - CPS",-,"207236633241884 | 2507266VC71E31",3.46,0.03,MP,Pending,,,687eee502ea0601b89a18cf3,,,"Balut Egg/Balot Spicy/ philippines Street Food/Salted Egg Delicious Health Food Ready to Eat","Food & Beverage","EXISTING | APP","1241902102 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539761036,ef2fdcc4da784135aeee2f8413019926,"2025-07-22 14:46:11","2025-07-26 15:57:51","2025-07-27 15:24:48",97:11:40,"Shopee PH - CPS",-,"207215871227139 | 250726691EU1DF",0.75,0.01,MP,Pending,,,687f33b13cecad1ba5de6b45,,,"100pcsGlue Paper Fly Flies Trap Catcher Bugs Insects Catcher Board Insects Catcher Board Stick","Home & Living","EXISTING | APP","990214943 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539575325,ef0ceacb01464b399ea43978bb3a32b8,"2025-07-23 13:55:07","2025-07-26 20:04:44","2025-07-27 13:36:43",78:09:37,"Shopee ID (Media Buyers) - CPS",-,"207230685214933 | 2507266PTXHWK6",0.70,0.01,MP,Pending,,,6880793b3fce381bb485c90b,,,"Frame liontin - cangkang liontin 3×4 cm","Aksesoris Fashion","EXISTING | APP","86738680 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539575330,ef0ceacb01464b399ea43978bb3a32b8,"2025-07-23 13:55:07","2025-07-26 20:04:44","2025-07-27 13:36:43",78:09:37,"Shopee ID (Media Buyers) - CPS",-,"207230685214933 | 2507266PTXHWK6",0.12,0.00,MP,Pending,,,6880793b3fce381bb485c90b,,,"Pulpen untuk pola - heat erasable pen","Buku & Alat Tulis","EXISTING | APP","86738680 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539575332,ef0ceacb01464b399ea43978bb3a32b8,"2025-07-23 13:55:07","2025-07-26 20:04:44","2025-07-27 13:36:43",78:09:37,"Shopee ID (Media Buyers) - CPS",-,"207230685214933 | 2507266PTXHWK6",1.92,0.03,MP,Pending,,,6880793b3fce381bb485c90b,,,"Cangkang bros - chabochon base - Frame bros 3×4 cm","Aksesoris Fashion","EXISTING | APP","86738680 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539575336,ef0ceacb01464b399ea43978bb3a32b8,"2025-07-23 13:55:07","2025-07-26 20:04:44","2025-07-27 13:36:43",78:09:37,"Shopee ID (Media Buyers) - CPS",-,"207230685214933 | 2507266PTXHWK6",1.28,0.02,MP,Pending,,,6880793b3fce381bb485c90b,,,"Cangkang bros - chabochon base - Frame bros 3×4 cm","Aksesoris Fashion","EXISTING | APP","86738680 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539575339,ef0ceacb01464b399ea43978bb3a32b8,"2025-07-23 13:55:07","2025-07-26 20:04:44","2025-07-27 13:36:43",78:09:37,"Shopee ID (Media Buyers) - CPS",-,"207230685214933 | 2507266PTXHWK6",0.64,0.01,MP,Pending,,,6880793b3fce381bb485c90b,,,"Cangkang bros - chabochon base - Frame bros 3×4 cm","Aksesoris Fashion","EXISTING | APP","86738680 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539758490,ee3ebf5ed7424608bb8045dc6ad552d8,"2025-07-25 09:58:53","2025-07-26 18:22:18","2025-07-27 15:21:06",32:23:25,"Shopee PH - CPS",-,"207224537287430 | 2507266H3QE5BJ",8.34,0.10,MP,Pending,,,6882e4dcb9ef1c1ba26c1a96,,,"LCD For Realme C3 / 5i / 6i / Realme 5 / 5S / OPPO A9 2020 / A5 2020 setfull screen replacement","Mobile & Gadgets","EXISTING | APP","1256964962 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539758493,ee3ebf5ed7424608bb8045dc6ad552d8,"2025-07-25 09:58:53","2025-07-26 18:22:18","2025-07-27 15:21:06",32:23:25,"Shopee PH - CPS",-,"207224537287430 | 2507266H3QE5BJ",0.00,0.00,MP,Pending,,,6882e4dcb9ef1c1ba26c1a96,,,"LCD For REDMI 9A / 9T / 9C / 9i / 10A / 9Power / Note9(4G)  set full screen replacement","Mobile & Gadgets","EXISTING | APP","1256964962 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539758495,ee3ebf5ed7424608bb8045dc6ad552d8,"2025-07-25 09:58:53","2025-07-26 18:22:18","2025-07-27 15:21:07",32:23:25,"Shopee PH - CPS",-,"207224537287430 | 2507266H3QE5BJ",0.00,0.00,MP,Pending,,,6882e4dcb9ef1c1ba26c1a96,,,"LCD For VIVO Y02 / Y02T / Y02A / Y02S  set full screen replacement","Mobile & Gadgets","EXISTING | APP","1256964962 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539758500,ee3ebf5ed7424608bb8045dc6ad552d8,"2025-07-25 09:58:53","2025-07-26 18:22:18","2025-07-27 15:21:07",32:23:25,"Shopee PH - CPS",-,"207224537287430 | 2507266H3QE5BJ",0.00,0.00,MP,Pending,,,6882e4dcb9ef1c1ba26c1a96,,,"LCD for Realme C53 / C51 /  NOTE 50 /  NARZO N53  set full screen replacement","Mobile & Gadgets","EXISTING | APP","1256964962 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539758503,ee3ebf5ed7424608bb8045dc6ad552d8,"2025-07-25 09:58:53","2025-07-26 18:22:18","2025-07-27 15:21:07",32:23:25,"Shopee PH - CPS",-,"207224537287430 | 2507266H3QE5BJ",0.00,0.00,MP,Pending,,,6882e4dcb9ef1c1ba26c1a96,,,"LCD For SAMSUNG Galaxy A02 / A10 / A12/ M10 / M12 / M02 / A32 5G set full screen replacement","Mobile & Gadgets","EXISTING | APP","1256964962 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539758506,ee3ebf5ed7424608bb8045dc6ad552d8,"2025-07-25 09:58:53","2025-07-26 18:22:18","2025-07-27 15:21:07",32:23:25,"Shopee PH - CPS",-,"207224537287430 | 2507266H3QE5BJ",0.00,0.00,MP,Pending,,,6882e4dcb9ef1c1ba26c1a96,,,"LCD for SAMSUNG Galaxy A03 / A03S / F02S /M04 / M02S / A02S / A04E set full screen replacement","Mobile & Gadgets","EXISTING | APP","1256964962 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539764469,ee32ab05e1ba484aae16765728217402,"2025-07-20 23:20:17","2025-07-26 09:47:41","2025-07-27 15:29:32",130:27:24,"Shopee PH - CPS",-,"207193660281843 | 2507265MBGTQ9S",2.59,0.03,MP,Pending,,,687d0930772c611c1aba5c0e,,,"Type C Micro USB Cable Convert Plug Magnetic Cable Adapter Magnetic Charger Cable Connector Mobile Phone Charging Converter","Mobile & Gadgets","EXISTING | APP","469183791 | PREFERRED_CB | ORDERED_IN_DIFFERENT_SHOP"
539756574,ee28dca858714a4886cf440d43b4bf49,"2025-07-22 11:20:30","2025-07-26 21:33:01","2025-07-27 15:18:11",106:12:31,"Shopee PH - CPS",-,"207235981212118 | 2507266URS73R6",3.11,0.04,MP,Pending,,,687f037ebbe8e31ba9a4b27f,,,"Trendy Summer Men's Polo Shirt  Korean Style Loose Fit with Stripes Ideal for Young Students","Men Clothes","EXISTING | APP","1039333581 | C2C_CB | ORDERED_IN_DIFFERENT_SHOP"
539767587,ed8510f4019e4612aa2dd019ba3f5e59,"2025-07-24 11:36:20","2025-07-26 01:10:06","2025-07-27 15:33:44",37:33:46,"Shopee PH - CPS",-,"207162606257097 | 2507264QE1D2TU",2.73,0.03,MP,Pending,,,6881aa33a461a61b9af09725,,,"98K New Design 100x210CM Curtain For Window Kurtina Door Curtain Lace Curtain Window String Curtain","Home & Living","EXISTING | APP","272699303 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539767589,ed8510f4019e4612aa2dd019ba3f5e59,"2025-07-24 11:36:20","2025-07-26 01:10:06","2025-07-27 15:33:45",37:33:46,"Shopee PH - CPS",-,"207162606257096 | 2507264QE1D2TT",1.89,0.02,MP,Pending,,,6881aa33a461a61b9af09725,,,"2in1 Kitchen Floor Mat Non-Slip Basahan Living Room 40x120+40x60cm","Home & Living","EXISTING | APP","322577537 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
