"Conversion ID","Click ID","Click Date","Conversion Date","Recorded On","Click to Conversion Time",Advertiser,"Campaign Name","Order ID","Sale Amount (USD)","Estimated Earnings (USD)","Publisher Sub ID 1",Status,Remarks,"Publisher Sub ID 2","Publisher Sub ID 3","Publisher Sub ID 4","Publisher Sub ID 5","Advertiser Sub ID 2","Advertiser Sub ID 3","Advertiser Sub ID 4","Advertiser Sub ID 5"
539044885,fc464e27d8bb4597bdb01132aedb0e9b,"2025-07-22 19:34:33","2025-07-25 16:08:44","2025-07-26 14:10:21",68:34:11,"Shopee ID (Media Buyers) - CPS",-,"207130124240470 | 2507253S604Q15",3.94,0.06,MP,Pending,,,687f77496e73201bb0c1f035,,,"ASOKA Twila Shirt 2289 - Contrast Stitch Oversize Blouse Long Sleeve - Atasan Wanita Kemeja","Pakaian Wanita","EXISTING | APP","84278911 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539044888,fc464e27d8bb4597bdb01132aedb0e9b,"2025-07-22 19:34:33","2025-07-25 16:08:44","2025-07-26 14:10:21",68:34:11,"Shopee ID (Media Buyers) - CPS",-,"207130124240470 | 2507253S604Q15",3.78,0.05,MP,Pending,,,687f77496e73201bb0c1f035,,,"ASOKA Isvara Shirt 580 - Linen Striped Oversize Long Sleeve Basic Shirt - Atasan Wanita Blouse","Pakaian Wanita","EXISTING | APP","84278911 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539242563,fc3e478844cc472fa02f5805594754c3,"2025-07-25 05:36:29","2025-07-25 05:45:23","2025-07-26 16:22:18",00:08:54,"Shopee PH - CPS",-,"207092723255734 | 2507252PBBS7TJ",22.53,0.13,MP,Pending,,,6882a75cf308d11ba4058e4d,,,"Super Air O Dry Portable Fast Clothes Dryer Suitable For Any Kind Of Fabric","Home Appliances","EXISTING | APP","195081088 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539229585,fc391793e516495d8f99714a3fd5b770,"2025-07-20 20:07:04","2025-07-25 19:30:17","2025-07-26 16:06:18",119:23:13,"Shopee PH - CPS",-,"207142216258497 | 25072544EBYPXQ",1.76,0.02,MP,Pending,,,687cdbe72712c91bac590d85,,,"Local Shipment+COD20pcs/Set 14G 16G Body Piercing Tools Kit Needle Disposable for Horseshoe Ring Captive Lip Eyebrow Tongue Bo","Fashion Accessories","EXISTING | APP","1118192494 | PREFERRED_CB | ORDERED_IN_DIFFERENT_SHOP"
539240771,fbeffd732df7414785d92a1d054b0b8d,"2025-07-23 22:12:12","2025-07-25 07:03:32","2025-07-26 16:20:13",32:51:20,"Shopee PH - CPS",-,"207097412202328 | 2507252TQ3GH79",0.00,0.00,MP,Pending,,,6880edbccec3981badaae6ac,,,"1 Pair Eyelash Extension Under Eyelashes Lashes Stickers Eye Patches Lash Extension Supplies Patch",Beauty,"EXISTING | APP","739548616 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539240777,fbeffd732df7414785d92a1d054b0b8d,"2025-07-23 22:12:12","2025-07-25 07:03:32","2025-07-26 16:20:14",32:51:20,"Shopee PH - CPS",-,"207097412202328 | 2507252TQ3GH79",0.95,0.01,MP,Pending,,,6880edbccec3981badaae6ac,,,"10ml Painless False Eyelash Extension Glue Fast Dry Long Lasting lash Extensions Tool new stock!",Beauty,"EXISTING | APP","739548616 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539240782,fbeffd732df7414785d92a1d054b0b8d,"2025-07-23 22:12:12","2025-07-25 07:03:32","2025-07-26 16:20:14",32:51:20,"Shopee PH - CPS",-,"207097412202328 | 2507252TQ3GH79",0.83,0.01,MP,Pending,,,6880edbccec3981badaae6ac,,,"5 Pairs 3D Soft Mink Hair False Eyelashes Fluffy Lashes Full Strips Handmade Eye Extesnion Makeup",Beauty,"EXISTING | APP","739548616 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539230920,fb429864d4d14708bc0122b56ee047ec,"2025-07-25 14:41:39","2025-07-25 19:18:57","2025-07-26 16:07:35",04:37:18,"Shopee PH - CPS",-,"207141537206478 | 25072543T4CSF5",2.62,0.03,MP,Pending,,,688327221697911bb9c8526e,,,"JBYA: MELINDA Pambahay Terno Sleeveless and Short Plus Size L-3XL Cotton Fabric Stretchable","Women Clothes","EXISTING | APP","299627421 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539230927,fb429864d4d14708bc0122b56ee047ec,"2025-07-25 14:41:39","2025-07-25 19:18:57","2025-07-26 16:07:35",04:37:18,"Shopee PH - CPS",-,"207141537206478 | 25072543T4CSF5",2.62,0.03,MP,Pending,,,688327221697911bb9c8526e,,,"JBYA: MELINDA Pambahay Terno Sleeveless and Short Plus Size L-3XL Cotton Fabric Stretchable","Women Clothes","EXISTING | APP","299627421 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539230934,fb429864d4d14708bc0122b56ee047ec,"2025-07-25 14:41:39","2025-07-25 19:18:57","2025-07-26 16:07:36",04:37:18,"Shopee PH - CPS",-,"207141537206475 | 25072543T4CSF2",1.80,0.02,MP,Pending,,,688327221697911bb9c8526e,,,"Trendy women's flat flip-flops with small floral motifs","Women Shoes","EXISTING | APP","320110822 | C2C_CB | ORDERED_IN_DIFFERENT_SHOP"
539243463,fafdf4d6cd844c2bae4220b126da22e9,"2025-07-21 19:35:41","2025-07-25 02:18:25","2025-07-26 16:23:07",78:42:44,"Shopee PH - CPS",-,"207080305264473 | 2507252AS92B10",3.01,0.04,MP,Pending,,,687e260cdcb48f1b9e6b451b,,,"JUNO Diving Flashlight Headlight Flashlight Rechargeabl Waterproof Outdoor Led Diving Headlamp","Sports & Outdoors","EXISTING | APP","1067124402 | PREFERRED_CB | ORDERED_IN_DIFFERENT_SHOP"
539231812,f9560d2ffcec4c889670fe3e0fa4cd72,"2025-07-25 15:45:23","2025-07-25 17:19:30","2025-07-26 16:08:35",01:34:07,"Shopee PH - CPS",-,"207134370227389 | 2507253W4HDQYJ",14.88,0.18,MP,Pending,,,688336125ed1b22e88bc5f7b,,,"Mosquito Killer Lamp,mosquito repellent, mosquito trap,ultraviolet mosquito killer","Home & Living","EXISTING | APP","1502524214 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539232608,f9221c3d1b59451088607e314109527f,"2025-07-24 23:10:54","2025-07-25 16:11:35","2025-07-26 16:09:32",17:00:41,"Shopee PH - CPS",-,"207130295295803 | 2507253SB38QF7",0.35,0.00,MP,Pending,,,68824cfe7f27c90bb54d581a,,,"live selling check out only","Women Bags","EXISTING | APP","1499227847 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539230681,f80c2b8193d243bd846ecb0b5eca5339,"2025-07-20 19:26:38","2025-07-25 19:20:39","2025-07-26 16:07:21",119:54:01,"Shopee PH - CPS",-,"207141639284497 | 25072543W5R17V",3.33,0.04,MP,Pending,,,687cd26ef2242b1bb245e245,,,"Penshoppe Pensport Silver Musk Scent Body Spray - Perfume For Men 150ML",Beauty,"EXISTING | APP","61672248 | SHOPEE_MALL_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539233708,f802a8a9fe6a47f7b9ae9c67f488013a,"2025-07-23 22:09:43","2025-07-25 16:50:00","2025-07-26 16:10:55",42:40:17,"Shopee PH - CPS",-,"207132600293905 | 2507253UFSFTGE",0.02,0.00,MP,Pending,,,6880ed272e75e51b9600a7a6,,,"Non Stick Pan Frying Pan Non Stick Pans Frying Pans cake Steak Pan kawali wok pan non stick","Home & Living","NEW | APP","21088576 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539233470,f782d73213864f6a8e5c62de985af160,"2025-07-25 14:43:52","2025-07-25 15:15:23","2025-07-26 16:10:37",00:31:31,"Shopee PH - CPS",-,"207126923280247 | 2507253P6KFDBC",5.50,0.05,MP,Pending,,,688327a8259f861b995ddfb3,,,"Live Selling Preloved Kids Clothes","Baby & Kids Fashion","EXISTING | APP","373044117 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539238825,f6d1b63823164a139fdd496715834556,"2025-07-24 22:56:31","2025-07-25 09:37:19","2025-07-26 16:17:40",10:40:48,"Shopee PH - CPS",-,"207106638287911 | 25072533A263QP",2.57,0.03,MP,Pending,,,6882499ecd373d1b9e4486c4,,,"Polyurethane Foam PU FoamSpray Foam Sealant Insulation High Foaming Volume Sealant Filler Expanding Foam for Repair Cracks Gaps ","Home & Living","EXISTING | APP","1291239572 | C2C_CB | ORDERED_IN_DIFFERENT_SHOP"
539240756,f6b495d7b6bb447f97012bcc5ac3278e,"2025-07-24 20:57:16","2025-07-25 07:04:05","2025-07-26 16:20:12",10:06:49,"Shopee PH - CPS",-,"207097445276957 | 2507252TR31X54",5.11,0.05,MP,Pending,,,68822dac4cb1cd1bb1243dfe,,,"DNC @ 1KG FISH FOOD FLAKES IN JAR 500g",Pets,"EXISTING | APP","82526668 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539241626,f655001dccb64ba5abcdd3a9da7fe20b,"2025-07-18 13:43:22","2025-07-25 06:40:42","2025-07-26 16:21:16",160:57:20,"Shopee PH - CPS",-,"207096042223822 | 2507252SE906JA",0.60,0.01,MP,Pending,,,6879defac4b009b05380d08e,,,"24H Waterproof Eyeliner - Smudge-Proof, Precise Lines for Weddings & Special Occasions",Beauty,"EXISTING | APP","196214868 | PREFERRED_CB | ORDERED_IN_DIFFERENT_SHOP"
539236330,f6221455327c4310963d28e9de4f24e4,"2025-07-24 20:09:02","2025-07-25 11:13:45","2025-07-26 16:14:26",15:04:43,"Shopee PH - CPS",-,"207112424283094 | 25072538PG4YQU",2.47,0.03,MP,Pending,,,6882225de9131d1bb0bc1bf8,,,"SACE LADY Magic Lipstick Color Changing Smooth Matte Tintd Lip Makeup Magic Lip Blam",Beauty,"EXISTING | APP","54469408 | SHOPEE_MALL_CB | ORDERED_IN_DIFFERENT_SHOP"
539232062,f4d554c8261042c9b8bd1fc5c738ec52,"2025-07-23 15:42:20","2025-07-25 16:21:47","2025-07-26 16:08:53",48:39:27,"Shopee PH - CPS",-,"207130907204943 | 2507253SWATR3D",0.62,0.01,MP,Pending,,,6880925bd154f61bacec8e66,,,"『BUY 1 TAKE 1』100Pcs/pack Herbal Ginger Patch Promote Blood Circulation and Knee Neck Back Pain",Health,"EXISTING | APP","1063459336 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539232066,f4d554c8261042c9b8bd1fc5c738ec52,"2025-07-23 15:42:20","2025-07-25 16:21:47","2025-07-26 16:08:53",48:39:27,"Shopee PH - CPS",-,"207130907204942 | 2507253SWATR3C",1.20,0.01,MP,Pending,,,6880925bd154f61bacec8e66,,,"6 In 1 Correction Tape 72M Correction Set School Supplies Office Supplies",Stationery,"EXISTING | APP","886603776 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539241201,f43b9413de7f4ebc94c14a187268764e,"2025-07-24 13:51:48","2025-07-25 09:53:40","2025-07-26 16:20:44",20:01:52,"Shopee PH - CPS",-,"207107620235045 | 250725347AMT31",2.62,0.03,MP,Pending,,,6881c9f3b46e261cdac2b133,,,"Children's safety lock 2 Pieces Refrigerator Door Lock Window Safety Limit Lock with Key Drawer Lock","Mom & Baby","EXISTING | APP","1347853650 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539222244,f401a259cc374dc2bb534ce305963315,"2025-07-20 23:37:02","2025-07-25 16:35:18","2025-07-26 15:57:51",112:58:16,"Shopee PH - CPS",-,"207131719209915 | 2507253TNH76N8",3.51,0.04,MP,Pending,,,687d0d1d9e36a71ba2de1b0a,,,"Hi baby Pull-up Pants 50PCS Ultra Soft Disposable Baby diapers All size diaper for baby Large Size Medium S M L XL XXL XXXL","Mom & Baby","EXISTING | APP","1196099642 | PREFERRED_CB | ORDERED_IN_DIFFERENT_SHOP"
539158798,f3b19e1fa605454c8179a95c8ad872c9,"2025-07-25 01:40:19","2025-07-25 07:51:51","2025-07-26 15:19:05",06:11:32,"Shopee ID (Media Buyers) - CPS",-,"207100310263214 | 2507252WDFACHD",1.75,0.02,MP,Pending,,,68827002edc6e01bb0e4123f,,,"Teh Dewa/Teh Daun Sambung Nyawa : Teh Darah tinggi Jantung dan kolesterol isi 30 tea bag","Makanan & Minuman","EXISTING | APP","56841002 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539233197,f32da61c12bf4fddbe8ea5171e4bd1f5,"2025-07-21 12:44:55","2025-07-25 16:58:37","2025-07-26 16:10:17",100:13:42,"Shopee PH - CPS",-,"207133117221739 | 2507253UY6FEKK",3.24,0.04,MP,Pending,,,687dc5c6a432cc1bba40ee7d,,,"Floor Scrub Wire Brush heavy duty metal Stainless Steel Brush with long Handle for cleaning bathroom","Home & Living","EXISTING | APP","1271531019 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539228329,f31c188e5b114837923fa121bb7a1e17,"2025-07-24 20:57:05","2025-07-25 20:29:05","2025-07-26 16:04:57",23:32:00,"Shopee PH - CPS",-,"207145745207075 | 25072547QHET0R",0.48,0.01,MP,Pending,,,68822da009597f1ba19c995c,,,"Butterfly Waist Buckle For Women Universal Jeans Pants Pin Clothing Accessories Waist Clip Slimming Brooch Pants Buckle Buttons","Fashion Accessories","EXISTING | APP","1005120457 | C2C_CB | ORDERED_IN_DIFFERENT_SHOP"
539242498,f2bec515294b4704ae397de0bcb96081,"2025-07-23 18:08:51","2025-07-25 02:51:37","2025-07-26 16:22:15",32:42:46,"Shopee PH - CPS",-,"207082297296965 | 2507252CMMT423",6.96,0.08,MP,Pending,,,6880b4b287d8f61bf0200a6e,,,"Absidy Sculpt & Hold Multi-Peptide Laminating 3in1 Brow Gel Clear",Beauty,"EXISTING | APP","1095978517 | SHOPEE_MALL_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539242060,f29f05a656524e10a5e1d3bee72c6edd,"2025-07-19 09:11:44","2025-07-25 05:59:53","2025-07-26 16:21:47",140:48:09,"Shopee PH - CPS",-,"207093593208579 | 2507252Q59DW56",1.94,0.02,MP,Pending,,,687af0cf0115e91ba6364e6f,,,"【BUY 1 TAKE 1】COCOAILISHI Men's  Body Perfume Cocosliya Long Lasting 50ml sweet moon perfume",Beauty,"EXISTING | APP","981192712 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539232085,f222843460ff42fdbc770483ffc9f307,"2025-07-24 00:36:55","2025-07-25 14:44:08","2025-07-26 16:08:55",38:07:13,"Shopee PH - CPS",-,"207125047237433 | 2507253MEPAU21",1.53,0.01,MP,Pending,,,68810fa5b23f821ba64f6604,,,"Dunlop Tortex Guitar Picks","Hobbies & Collections","EXISTING | APP","60340076 | C2C_CB | ORDERED_IN_DIFFERENT_SHOP"
539229055,f0d7744278f54b46b79a08be72867fea,"2025-07-23 18:33:44","2025-07-25 19:36:59","2025-07-26 16:05:48",49:03:15,"Shopee PH - CPS",-,"207142619277104 | 25072544TCAVGN",1.34,0.02,MP,Pending,,,6880ba87a35ffe1bac933db2,,,"ACTIVE Plain Unisex T-Shirt PINK Smooth Fabric Comfy & Quick Dry For Daily Use","Women Clothes","EXISTING | APP","51796068 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539229060,f0d7744278f54b46b79a08be72867fea,"2025-07-23 18:33:44","2025-07-25 19:36:59","2025-07-26 16:05:48",49:03:15,"Shopee PH - CPS",-,"207142619277104 | 25072544TCAVGN",1.34,0.02,MP,Pending,,,6880ba87a35ffe1bac933db2,,,"ACTIVE Plain Unisex T-Shirt PINK Smooth Fabric Comfy & Quick Dry For Daily Use","Women Clothes","EXISTING | APP","51796068 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539229067,f0d7744278f54b46b79a08be72867fea,"2025-07-23 18:33:44","2025-07-25 19:36:59","2025-07-26 16:05:48",49:03:15,"Shopee PH - CPS",-,"207142619277104 | 25072544TCAVGN",1.34,0.02,MP,Pending,,,6880ba87a35ffe1bac933db2,,,"ACTIVE Plain Unisex T-Shirt PINK Smooth Fabric Comfy & Quick Dry For Daily Use","Women Clothes","EXISTING | APP","51796068 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539225641,f0bdefac1ede4d6b9da0a9fc8d028d9b,"2025-07-25 11:05:40","2025-07-25 21:13:50","2025-07-26 16:01:07",10:08:10,"Shopee PH - CPS",-,"207148430295843 | 2507254A7J54TF",0.90,0.01,MP,Pending,,,6882f4835fe5a73386118b0d,,,"Original Fast charging Type C Cable Charger 66W 6A Turbo Fast Charge For Poco M3 X3 F2 Mi 1110 Redmi","Mobile & Gadgets","EXISTING | APP","1262607899 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539230784,f0895daf90b147e0967edbd346e659a4,"2025-07-25 07:17:17","2025-07-25 18:41:16","2025-07-26 16:07:27",11:23:59,"Shopee PH - CPS",-,"207139276266259 | 25072541PR6D4X",4.54,0.05,MP,Pending,,,6882befcc0c2361cea929980,,,"FREESIZE INFINITY DRESS Floor Length with tube","Women Clothes","EXISTING | APP","29225425 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
538963432,f082c1db5eb74839a7edf7a00864d2e5,"2025-07-22 14:26:15","2025-07-25 22:39:31","2025-07-26 13:23:56",80:13:16,"Shopee ID (Media Buyers) - CPS",-,"207153571279331 | 2507254F0RYDC9",3.54,0.05,MP,Pending,,,687f2f061baa581baa69750c,,,"Paket 5 Pasang Kaos Kaki Bayi Anak Panjang Pita Perempuan Anti Slip Lucu Halus Katun Premium","Fashion Bayi & Anak","EXISTING | APP","1006480141 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539240862,f0317a26fcdb4623b956145545cc8875,"2025-07-24 13:48:39","2025-07-25 10:01:24","2025-07-26 16:20:20",20:12:45,"Shopee PH - CPS",-,"207108084295634 | 25072534N56UV9",1.32,0.02,MP,Pending,,,6881c93549d6c21ba2ea9d70,,,"Realme C67 C65 C63 C61 C55 C53 C51 C35 C30 C30S C25 C25S C25Y C21Y C20 C20A C15 C12 C11 Note 50 Narzo N55 N53 50A 50i Prime Stra","Mobile & Gadgets","EXISTING | APP","635001112 | C2C_CB | ORDERED_IN_DIFFERENT_SHOP"
539237833,f003011478234b3aa7d42ad2e1f651b0,"2025-07-23 21:25:54","2025-07-25 10:54:22","2025-07-26 16:16:22",37:28:28,"Shopee PH - CPS",-,"207111262214164 | 25072537KUWDKF",2.33,0.03,MP,Pending,,,6880e2e2c4899d1bad6dba58,,,"Waterproof shoes, rain boots and shoe covers","Men Shoes","EXISTING | APP","35239392 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539228263,ee622cf941c94c12a8e3c1a90209ca57,"2025-07-25 20:27:05","2025-07-25 20:30:00","2025-07-26 16:04:52",00:02:55,"Shopee PH - CPS",-,"207145800200135 | 25072547S5W3AB",0.42,0.01,MP,Pending,,,6883781928a8bc30a2552209,,,"Hollow Hair Brush Hair Scalp Massage Comb Anti-Static Curly Detangle Hair Brush Hair Styling Tools",Beauty,"EXISTING | APP","1561741045 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539231428,ecbab0c9f9b045bdb5b9a64963f26126,"2025-07-21 05:03:44","2025-07-25 16:31:34","2025-07-26 16:08:07",107:27:50,"Shopee PH - CPS",-,"207131494264485 | 2507253TETPBK5",8.37,0.10,MP,Pending,,,687d59b08685981ba739e42f,,,"Artificial Plant Realistic White Monstera Leaf Potted Bushes Low Maintenance Indoor Outdoor Decor","Home & Living","EXISTING | APP","1488067829 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539226668,ec09d637fc8d48c8a28ad24cd5336c41,"2025-07-25 18:30:18","2025-07-25 22:33:20","2025-07-26 16:02:38",04:03:02,"Shopee PH - CPS",-,"207153199234900 | 2507254ENP5JWH",0.48,0.01,MP,Pending,,,68835cb9a7b5703103af14cf,,,"Lovin69 Remote Control Jump Egg Vibrator Clitoris Nipple Stimulator Vibrating Egg Powerful Vibration",Health,"EXISTING | APP","77472471 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539144565,ea2a7611eef74f9eb3ac47ceead15cd5,"2025-07-19 16:18:11","2025-07-25 09:26:32","2025-07-26 15:09:28",137:08:21,"Shopee ID (Media Buyers) - CPS",-,"207105992204217 | 25072532PT1AF4",0.59,0.01,MP,Pending,,,687b54c21e1c421babbcca3f,,,"Hanasui Body Bar Soap - Sabun Batang Mengangkat Sel Kulit Mati Membersihkan Kotoran Polusi Menutirisi Kulit Lembut Mencerahkan W","Perawatan & Kecantikan","EXISTING | APP","129681299 | SHOPEE_MALL_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539231649,e90cf4ba65c844b89839e7373c783f56,"2025-07-25 16:15:36","2025-07-25 16:28:46","2025-07-26 16:08:23",00:13:10,"Shopee PH - CPS",-,"207131326247627 | 2507253T9TESFQ",0.70,0.01,MP,Pending,,,68833d2673a3833b09e40ed2,,,"Korean Crown Tassel Shoulder Bags For Women Ladies Phone Wallet Sling Bag For Women#3206","Women Bags","EXISTING | APP","528557042 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539517892,e84586c88fb54c369fc1c74345e4e0ab,"2025-07-21 09:14:44","2025-07-25 19:35:54","2025-07-27 12:41:57",106:21:10,"Shopee PH - CPS",-,"207142554242369 | 25072544REABX6",6.76,0.04,MP,Pending,,,687d94843b5b981babb86efc,,,"HP 1601 earphone 7.1 Stereo headsets physical noise cancelling headphones gaming headset with mic",Audio,"EXISTING | APP","1267501973 | SHOPEE_MALL_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539233910,e8351639d5ee43a5b21e1f52e66f168e,"2025-07-24 18:41:10","2025-07-25 14:13:25","2025-07-26 16:11:10",19:32:15,"Shopee PH - CPS",-,"207123205265477 | 2507253JQSP84Q",2.08,0.03,MP,Pending,,,68820dc2e874b21b8fb99597,,,"50-200CM Punch-free Telescopic Clothes Rail Adjustable Shower Curtain Rods Simple Support Rod","Home & Living","EXISTING | APP","796849394 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
539233915,e8351639d5ee43a5b21e1f52e66f168e,"2025-07-24 18:41:10","2025-07-25 14:13:25","2025-07-26 16:11:11",19:32:15,"Shopee PH - CPS",-,"207123205265477 | 2507253JQSP84Q",2.64,0.03,MP,Pending,,,68820dc2e874b21b8fb99597,,,"Kitchen Trash Can Wall Mounted Sliding Trash Can Bathroom Household Hanging Garbage Bin With Cover","Home & Living","EXISTING | APP","796849394 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
