"Conversion ID","Click Date","Conversion Date","Recorded On",Advertiser,"Campaign Name","Order ID","Sale Amount (USD)","Estimated Earnings (USD)","Publisher Sub ID 1",Status,Remarks,"Publisher Sub ID 2","Publisher Sub ID 3","Publisher Sub ID 4","Publisher Sub ID 5","Advertiser Sub ID 2","Advertiser Sub ID 3","Advertiser Sub ID 4","Advertiser Sub ID 5"
555498240,,"2025-08-23 19:29:09","2025-08-23 21:35:44","TikTok Shop MY - CPS",-,580101951086429447,5.66,0.10,FTK,Pending,,TTS,MY,OPPO,PUSH,1731481013943043122,"Plus Size Straight Fashion Casual Jeans Men All-Match Cropped Denim Pants Popular High Quality Streetwear Trendy Stretch Waist Drawstring Plain Breathable Jeans Pants Men Seluar Jeans Lelaki",1731481013941994546,OLAAGE
555500032,,"2025-08-23 18:41:57","2025-08-23 21:38:49","TikTok Shop MY - CPS",-,580101439888918377,3.20,0.15,OEM3_OPPO_PUSH,Pending,,,,,,1731819220586628936,"Gincu Berasaskan Air, Anti-Penuaan, Gincu Berkilat Tinggi, Minyak Pati Bibir Berubah Warna Cahaya Han Jilian, jenama JYA",1731819220586563400,"Epoch Ink"
555500288,,"2025-08-23 18:34:31","2025-08-23 21:39:20","TikTok Shop MY - CPS",-,580101373040756171,0.99,0.04,OEM3_OPPO_PUSH,Pending,,,,,,1729545463456695581,"TYESO TS-8102/TS-8103/TS-8104/TS-8105/TS-8106/TS-8107/TS-8108/TS-8109 Silicone Coaster Anti-slip Multiple Color For Multiple Tumbler use",1729545463455384861,"Tyeso Official Malaysia"
555501568,,"2025-08-23 17:59:25","2025-08-23 21:41:30","TikTok Shop MY - CPS",-,580101025284130134,3.97,0.11,OEM2_VIVO_PUSH,Pending,,,,,,1729566837868037651,"1M-15M RGB Light Strip Lamp Decorate Lamp Bluetooth USB Infrared Control Flexible Lamp Tape Background Lighting luces LED Decoration Power Lampu",1729544937497658899,"HERO Bazaar"
555437056,,"2025-08-23 15:21:39","2025-08-23 15:35:16","TikTok Shop ID - CPS",-,580099345483466642,1.19,0.04,OEM3_OPPO_PUSH,Pending,,,,,,1730381366668657898,"KALUNG CASUAL WANITA  TITANIUM ANTI KARAT LIONTIN DOUBLE LOVE GOLD Stainless Rantai Elegan Hadiah Perhiasan Silver",1730381359269774570,"novita acc1"
555502592,,"2025-08-23 17:29:45","2025-08-23 21:43:27","TikTok Shop MY - CPS",-,580100721399989842,5.44,0.19,OEM2_VIVO_PUSH,Pending,,,,,,1731871491502736761,"Kasut Lelaki 2025 Kasut Sukan Kasut Kasual Musim Gugur Baru Musim Panas Kerja Kerja Kulit Kalis Air Anti-Slip Perlindungan Buruh Kasut Trendi",1731871527941277049,"Arnab Terbangs"
555503104,,"2025-08-23 17:14:52","2025-08-23 21:44:23","TikTok Shop MY - CPS",-,580100558480639025,4.42,0.05,OEM3_OPPO_PUSH,Pending,,,,,,1731009633070253655,"Kemeja-T Denim Retro Lelaki, Fesyen Musim Panas, Bercetak 3D, Leher V, Lengan Pendek, Bersaiz Besar dan Longgar, Pakaian Kasual dan Selesa, Bergaya, Atasan",1731009633067238999,Yangwenhao
555504384,,"2025-08-23 16:37:04","2025-08-23 21:46:32","TikTok Shop MY - CPS",-,580100160844891209,7.10,0.37,FTK,Pending,,TTS,MY,OPPO,PUSH,1729610220919884198,"Creamy Vanilla Flavour 500g/ 1KG | HALAL Food Flavor | My Flavor",1729610220919753126,MyFlavor
555505664,,"2025-08-23 21:37:32","2025-08-23 21:53:34","TikTok Shop TH (Deeplinkable) - CPS",-,580103511969531684,2.38,0.05,FTK,Pending,,TTS,TH,OPPO,PUSH_02,1729602807294494858,"เคสหรูหราสำหรับ OPPO Reno8 T 5G เคสโทรศัพท์ผิวด้าน Lerther ฝาหลังสำหรับ OPPO Reno 8T 5G",1729602807294232714,caseme
555440640,,"2025-08-23 13:54:28","2025-08-23 15:42:55","TikTok Shop ID - CPS",-,580098399369398260,0.80,0.01,DL,Pending,,TTS,ID,OPPO,PUSH,1729560298450683155,"PanaLED Bulb Premium Cool White - Lampu LED 20W 30W DAN 40W",1729560298423616787,JuraganLED28
555507712,,"2025-08-23 19:51:47","2025-08-23 21:57:18","TikTok Shop TH (Deeplinkable) - CPS",-,580102189417530388,2.13,0.07,FTK,Pending,,TTS,TH,OPPO,PUSH_02,1731896724392609572,"JBL PHANTOM LP45 หูฟังไร้สาย True Wireless เสียงสเตอริโอ HIFI หูฟังบลูทูธ 5.3 พร้อมไมโครโฟนสำหรับ Android IOS",1731782536367540004,Tomorroww
555442432,,"2025-08-23 13:11:39","2025-08-23 15:46:38","TikTok Shop ID - CPS",-,580097905096820058,5.86,0.10,OEM3_OPPO_PUSH,Pending,,,,,,1731043257652971497,"ENTHEPRO 39-44 Sandal Slide Pria Proslide Romo Black - Sandal Selop Pria - Sandal Pria Casual Sendal",1731043257879332841,ENTHEPRO
555507968,,"2025-08-23 19:39:45","2025-08-23 21:57:45","TikTok Shop TH (Deeplinkable) - CPS",-,580102090587735079,1.65,0.07,FTK,Pending,,TTS,TH,OPPO,PUSH_02,1732281072605561858,"อัปเกรดเทคโนโลยี ส่งฟรี แบรนด์ใหม่ เครื่องมือซ่อมแบตเตอรี่โทรศัพท์ เข้ากันได้กับโทรศัพท์ทุกรุ่น เพิ่มอายุการใช้งานแบตเตอรี่ ของแท้อย่างเป็นทางการ",1732281072605496322,212-TG
555443200,,"2025-08-23 12:53:12","2025-08-23 15:48:25","TikTok Shop ID - CPS",-,580097715040192380,4.60,0.16,FTK,Pending,,TTS,ID,VIVO,PUSH_02,1729582372086187337,"Joran Laut Fiber Solid Padat Soju Ikan Pari Drat Max Drag 15KG Pancing Mancing",1729582372106962249,"Toko pancing VL Tackle Medan"
555508736,,"2025-08-23 18:59:32","2025-08-23 21:59:09","TikTok Shop TH (Deeplinkable) - CPS",-,580101644432475735,6.15,0.10,FTK,Pending,,TTS,TH,OPPO,PUSH_02,1731849921358366694,"HaloseHat 3 ครีมจากพืชธรรมชาติ บรรเทาคออย่างอ่อนโยน | เย็นสดชื่นทันทีที่ใช้ | เหมาะสำหรับทาที่คอ | พกพาง่าย ใช้งานสะดวก สูตรอ่อนโยน",1731849821675030502,"Oxyelle Store"
555508992,,"2025-08-23 18:45:21","2025-08-23 21:59:36","TikTok Shop TH (Deeplinkable) - CPS",-,580101487947843458,5.71,0.18,FTK,Pending,,TTS,TH,OPPO,PUSH_02,1730318280518633516,"น้ำหอมแบรนด์เดอะดุ๊ป (dup) ขนาด 30ml",1730318279483295788,itsskin_byprw
555444224,,"2025-08-23 12:29:57","2025-08-23 15:50:29","TikTok Shop ID - CPS",-,580097410602927223,3.79,0.07,DL_8,Pending,,TTS,ID,OPPO,PUSH,1729572003523562173,"Sepatu Pentopel terlaris Sepatu Formal Sepatu Bisnis Warna Hitam Dan Coklat Size Ready 39-44 FREE KAOS KAKI Musim panas Shoes Pria Pantofel Kerja Fantofel",1729572007207996093,Masnun10.id
555444992,,"2025-08-23 12:13:20","2025-08-23 15:51:57","TikTok Shop ID - CPS",-,580097211960231087,0.55,0.01,OEM3_OPPO_PUSH,Pending,,,,,,1732042080276743480,"[ MASKER VIRAL ] 50 GR DAY BY DAY FACE MASK MASKER BY LEA GLORIA Kerutan Mencerahkan Wajah Avocado Creamy Melembutkan Hitam pembersih bruntusan dan komedo Perawatan Pencerah",1729551854369278264,"LEA GLORIA"
555447296,,"2025-08-23 11:19:26","2025-08-23 15:57:00","TikTok Shop ID - CPS",-,580096627057198105,0.94,0.00,RAMPUP,Pending,,,,,,1731887409733862453,"PIGEON Teens Facial Foam | Sabun Muka | Pembersih Wajah 100ml - 40ml  Cleansing Remaja Membersihkan Kotoran",1731887366364103733,glowcircle
555448064,,"2025-08-23 11:01:14","2025-08-23 15:58:49","TikTok Shop ID - CPS",-,580096453688264452,0.41,0.03,DL,Pending,,TTS,ID,OPPO,PUSH,1729569448501152139,"For Oppo ANTIGORES CERAMIC SPY MATTE PRIVACY Lentur PELINDUNG LAYAR HP",1729569420322703755,ASolution
555448576,,"2025-08-23 10:47:46","2025-08-23 15:59:46","TikTok Shop ID - CPS",-,580096280510760766,1.29,0.02,DL,Pending,,TTS,ID,OPPO,PUSH,1730383203949709184,"Jaket Bayi Baru Lahir Jaket Anak Jaket Anak Laki Laki / Perempuan 3-12 Bulan - AYAKAN BABY",1730383199464949632,"AYAKAN BABY"
555448832,,"2025-08-23 10:41:46","2025-08-23 16:00:25","TikTok Shop ID - CPS",-,580096217033574125,0.21,0.00,FTK,Pending,,TTS,ID,VIVO,PUSH_02,1731485890683635400,"Kantong Jaring Sabun (3 pcs) Mandi Batangan Batang Sabun Jaring Tempat Sabun Pouch Jaring Pembuat Busa",1731485931605952200,"Olive & Co"
555450880,,"2025-08-23 09:47:54","2025-08-23 16:04:54","TikTok Shop ID - CPS",-,580095724664424221,3.08,0.09,FTK,Pending,,TTS,ID,VIVO,PUSH_02,1730806094456129354,"ultrafix 10x5 plester medis non woven",1730806088622638922,citramedic156
555451648,,"2025-08-23 09:27:16","2025-08-23 16:06:30","TikTok Shop ID - CPS",-,580095529910503414,1.49,0.04,DL,Pending,,TTS,ID,OPPO,PUSH,1731518620429879249,"Baju Anak Satuan Laki-Laki Dan Perempuan Ideal Usia 2-10 Tahun Unisex Cowok Cewek Pakaian Anak-Anak Italian Brainrot",1731518616519935953,"Chw fashion"
555452928,,"2025-08-23 08:45:16","2025-08-23 16:09:27","TikTok Shop ID - CPS",-,580095183997666503,1.27,0.02,FTK_56,Pending,,TTS,ID,XIAOMI,PUSH,1731792049124902528,"Rabani Jilbab Instan Serut Putih Premium - Hijab Sekolah Anak TK SD SMP SMA hingga Dewasa Nyaman Pita Muslim Variasi Putih Kerudung Hitam Size S M L XL",1731792043257202304,"Lailul Hijab"
555455232,,"2025-08-23 15:18:56","2025-08-23 16:16:01","TikTok Shop MY - CPS",-,580099283515049134,6.51,0.16,OEM2_VIVO_PUSH,Pending,,,,,,1731806987228841956,"Kebarung Arabella Kurung Kebaya Moden - Baju Raya Muslimah Elegant Labuh & Selesa",1731806844815575012,"Wains Exclusive"
555456768,,"2025-08-23 14:37:17","2025-08-23 16:18:59","TikTok Shop MY - CPS",-,580098841813550610,3.78,0.26,OEM2_VIVO_PUSH,Pending,,,,,,1732024702650254830,"Diskaun halal 100% pembersih isi rumah semula jadi, dinaik taraf untuk pembersihan mendalam, penting untuk pembersihan rumah",1732024702650189294,"Health first"
555523584,,"2025-08-23 23:36:18","2025-08-24 02:27:47","TikTok Shop ID - CPS",-,580104887213393062,0.75,0.06,DL_8,Pending,,TTS,ID,OPPO,PUSH,1729651054512408399,"AL CLEAN PEMBERSIH JAMUR PAKAIAN/ Membersihkan Noda Membandel/pakaian/Pemutih Pakaian",1729651034538346319,"Alfa Shoping99"
555458560,,"2025-08-23 13:45:26","2025-08-23 16:22:51","TikTok Shop MY - CPS",-,580098301249095324,2.32,0.11,OEM2_VIVO_PUSH,Pending,,,,,,1731997873042523895,"Sabun Asid Kojic, Kunyit, Tidak Merengsa, Pembersih Lembut, Penghilang Bintik Gelap, Mencerahkan Tona Kulit, Sabun Penjagaan Kulit",1731997873042458359,SouYoub
555458816,,"2025-08-23 13:38:08","2025-08-23 16:23:30","TikTok Shop MY - CPS",-,580098181821597609,2.88,0.05,OEM3_OPPO_PUSH,Pending,,,,,,1731701926593464008,"Kemeja Sifon, Warna Putih, Untuk Wanita, Baju Pakaian Luar Musim Luruh Baharu, Rekaan Unik, Gaya Perancis Pendek, Atasan Pinggang-Cinching, Ketibaan Baru Blouses",1731701926593332936,"SparkJoy Mart"
555459072,,"2025-08-23 13:29:52","2025-08-23 16:24:09","TikTok Shop MY - CPS",-,580098089978725573,4.47,0.16,OEM3_OPPO_PUSH,Pending,,,,,,1732006831098201296,"Clashe Palazzo JEANS Women Elastic Waistband Casual Plus Size S-10XL Denim Pants Wanita Solid Color Celana Baggy Jeans",1732006830388053200,ZuhrahHQ
555459328,,"2025-08-23 13:22:04","2025-08-23 16:24:48","TikTok Shop MY - CPS",-,580098012391507338,0.98,0.03,OEM3_OPPO_PUSH,Pending,,,,,,1729498391217932219,"Penutup belakang lembut silikon TPU untuk Oppo A31, penutup belakang telefon, Sarung Phone Protectors Casing",1729498391217539003,"Fashion Brother"
555459584,,"2025-08-23 13:14:44","2025-08-23 16:25:29","TikTok Shop MY - CPS",-,580097917836493861,4.14,0.04,OEM3_OPPO_PUSH,Pending,,,,,,1729643086187236028,"23Cm Wheat Straw Plastic Dinner Plate Pinggan Plastik Plastic Plate Pinggan Plastik Murah Piring Pinggan Ikea Microwave Kitchenware",1729643086186973884,"August 88"
555460096,,"2025-08-23 13:01:18","2025-08-23 16:26:46","TikTok Shop MY - CPS",-,580097789777774516,2.13,0.08,FTK,Pending,,TTS,MY,OPPO,PUSH,1729617370701989034,"Cincin Cantik Merelip Perempuan",1729560058514867370,"GB JEWEL"
555461120,,"2025-08-23 12:33:21","2025-08-23 16:28:52","TikTok Shop MY - CPS",-,580097468177876023,4.12,0.20,OEM3_OPPO_PUSH,Pending,,,,,,1732180078306231944,"Cermin Mata Hitam Memancing, Bahan TR90, Terpolarisasi, Sangat Ringan, Sesuai untuk Lelaki, Sesuai untuk Memandu, Mendaki dan Memancing, Gaya Klasik, Perlindungan UV400, Cermin Mata Sukan Luaran, Cermin Mata Lelaki",1732180078306166408,Zapanta367
555461888,,"2025-08-23 12:13:29","2025-08-23 16:30:40","TikTok Shop MY - CPS",-,580097238626764066,5.68,0.25,OEM3_OPPO_PUSH,Pending,,,,,,1732270151589725225,"Justice will prevailT-shirt Adult Cotton Custom Tee T-Shirt 240g Cotton |100% Kapas Asli | Free Shipping dari Malaysia J082201",1732270125621871657,"MUHAMMAD HAZIZI BIN MOHAMAD HAIRUDIN"
555462656,,"2025-08-23 11:55:15","2025-08-23 16:32:16","TikTok Shop MY - CPS",-,580097022375790384,1.36,0.04,OEM2_VIVO_PUSH,Pending,,,,,,1731442902280341085,"Set Musim Panas Lelaki, Tekstur Wafel, Saiz Besar, Longgar, Sutera Ais Sukan, Kasual, Lengan Pendek, Seluar Pendek, Remaja, Koleksi 2025 [1427 Orang]",1731442902279685725,International-Tide-Nanzhuang-1
555529472,,"2025-08-23 20:59:02","2025-08-24 02:39:40","TikTok Shop ID - CPS",-,580102985302706074,1.76,0.05,FTK_ID_OPPO_PUSH,Pending,,,,,,1731628558833255994,"Untuk OPPO Casing Ponselsoftcase untuk OPPO A1K A3S A5 A7 A8 A9 A12 A15 A16E A17K A18 A31 A33 A52 A53 A54 A55 A57 A58 A60 A74 A76 A77 A78 A79 A96 A98 F9 F11 F21 RENO4F 5F 6 7Z 8T  ZM0012CYK",1731628589657720378,CaseZone.ID
555464960,,"2025-08-23 10:49:18","2025-08-23 16:37:25","TikTok Shop MY - CPS",-,580096317474374897,0.58,0.01,OEM3_OPPO_PUSH,Pending,,,,,,1729587971278865742,"[Pembaikan Seluar Pakaian] [M'sia Stock] Adhesive Hemming Tape For Pants Barang Jahitan Pita Pelekat Seluar Trousers Clothes Hem Repair Sticker rousers Short Edge Self Adhesive Sewing Fabric Fusion Presser Foot Tape for Suit Trousers Jeans Trousers",1729587971278669134,"Life & Co."
555465216,,"2025-08-23 10:41:38","2025-08-23 16:38:05","TikTok Shop MY - CPS",-,580096237550011471,4.81,0.17,OEM3_OPPO_PUSH,Pending,,,,,,1732021372854961397,"Jersi Hari Kemerdekaan, Baju Longgar, Tema 1957, Hari Kemerdekaan ke-68 di Malaysia, Sesuai untuk Pakaian Dewasa dan Keluarga, Tarikh Tersedia 2025",1732021372854764789,"WOMEN MUSLIMAH CLOTHING"
555466752,,"2025-08-23 09:53:19","2025-08-23 16:41:28","TikTok Shop MY - CPS",-,580095763770868922,10.64,0.26,OEM2_VIVO_PUSH,Pending,,,,,,1730282400354829525,"RAASZ PLUS SIZE LUNA 8XL WIDE LEG LONG PANTS  (MEMERI) Lembut seluar formal slack",1730282355376620757,"RAASZ EXCLUSIVE PLUS SIZE"
555467008,,"2025-08-23 09:44:37","2025-08-23 16:41:57","TikTok Shop MY - CPS",-,580095692714051009,5.32,0.09,OEM2_VIVO_PUSH,Pending,,,,,,1729494643478529242,"Pentavite Vitamin C Tropika Beri Boleh Kunyah ( 30-180 Tablets for Adult ) | Chewable tablets",1729494643478398170,"Pentavite Store"
555534592,,"2025-08-23 21:40:40","2025-08-24 02:57:21","TikTok Shop MY - CPS",-,580103543810983712,7.51,0.08,OEM2_VIVO_PUSH,Pending,,,,,,1730803141864228502,"[Ship From KL] Jewelry Klassic Thailand Bangle Lanna Bracelet Antique Bangles Traditional Accessories",1729731144447067798,MediosComercio
555469312,,"2025-08-23 16:31:20","2025-08-23 16:48:23","TikTok Shop TH (Deeplinkable) - CPS",-,580100083975750964,2.63,0.17,FTK_90,Pending,,TTS,TH,VIVO,PUSH03,1729846129450585021,"[สียอดฮิต] Rada Nail ยาทาเล็บ สีพีช สีธรรมชาติ สีเล็บสุขภาพดี สีทาเล็บ แห้งไว กลิ่นไม่ฉุน 11 ML",1729846129450519485,"Rada Nail"
555470080,,"2025-08-23 15:47:55","2025-08-23 16:49:58","TikTok Shop TH (Deeplinkable) - CPS",-,580099631207843443,6.15,0.10,FTK,Pending,,TTS,TH,OPPO,PUSH_02,1729697000847673591,"งานแท้ มีประกัน สร้อยคอลายเม็ดมะยม 2.5 มิล พร้อมจี้ แถมฟรี ผ้าเช็ดสร้อยให้เงาสวย และวิธีดูแลรักษาสร้อย",1729696997901043959,"Nuna Afifah"
555471360,,"2025-08-23 14:37:02","2025-08-23 16:52:43","TikTok Shop TH (Deeplinkable) - CPS",-,580098850325693651,1.21,0.02,FTK,Pending,,TTS,TH,OPPO,PUSH_02,1731672188142914258,"【ส่งจากกรุงเทพ】 คลิปหนีบเต็นท์พลาสติก ตัวหนีบฟลายชีท ตัวหนีบทาร์ป ตัวหนีบผ้าใบ Camping เชือกกันลมหลังคา คลิปหนีบเต็นท์ กันสาดเต็นท์กลางแจ้ง คลิปทั้งนั้นกันลม สำหรับแคมป์",1730615995084999378,TrendingStuff-
555536896,,"2025-08-23 22:23:06","2025-08-24 03:08:52","TikTok Shop TH (Deeplinkable) - CPS",-,580104067456993214,4.60,0.43,FTK,Pending,,TTS,TH,OPPO,PUSH_02,1732200805820630285,"เคสโทรศัพท์มือถือ เหมาะสำหรับ OPPO Reno10 5G ดีไซน์เรียบง่ายใหม่ วัสดุ TPU ใส ราคาไม่แพง กันกระแทก กันลื่น ป้องกันลายนิ้วมือ ทนต่อการสึกหรอ พร้อมลวดลายดอกไม้",1732200805820433677,youou
555080448,,"2025-08-23 01:50:01","2025-08-23 03:02:28","TikTok Shop ID - CPS",-,580093683321833170,0.46,0.01,FTK,Pending,,TTS,ID,VIVO,PUSH_02,1729625954527970593,"Stiker Es Aquarium Stiker Termos ES Anti Air ukuran 14.5 x 22.5 cm Bisa Edit harga",1729625954527839521,"Eserku Printing"
555473664,,"2025-08-23 12:27:51","2025-08-23 16:57:53","TikTok Shop TH (Deeplinkable) - CPS",-,580097400445109661,6.47,0.20,FTK,Pending,,TTS,TH,OPPO,PUSH_02,1731440943132214996,"กางเกงผู้หญิง ขายดี แฟชั่นฤดูใบไม้ผลิใหม่ อเนกประสงค์ ทรงสลิมฟิต กางเกงขากว้าง เอวสูง สีขาว ทรงหลวม สไตล์ยาย",1731440943131756244,Dreammist
555474432,,"2025-08-23 11:48:00","2025-08-23 16:59:29","TikTok Shop TH (Deeplinkable) - CPS",-,580096948869367716,8.00,0.38,FTK,Pending,,TTS,TH,OPPO,PUSH_02,1730224294451776494,"[บริษัทโดยตรง] - JOSE Body Cream & Soap ครีมโจเซ่ 1 สบู่สครับผิวกายโจเซ่ 2",1730224278682569710,"JOSE Thailand"
555474688,,"2025-08-23 11:35:19","2025-08-23 16:59:58","TikTok Shop TH (Deeplinkable) - CPS",-,580096800957302507,243.95,7.68,FTK_90,Pending,,TTS,TH,VIVO,PUSH03,1732149711782644331,"ใหม่โดรนV168 GPS บินกลับอัตโนมัติ พร้อมเซ็นเซอร์กันชน 4 ทางแบตเตอรี่ 2 ก้อน (ออกใบกำกับภาษีได้)",1732149709711575659,"โยธิน จัดให้"
555474944,,"2025-08-23 11:21:52","2025-08-23 17:00:38","TikTok Shop TH (Deeplinkable) - CPS",-,580096652657460993,1.39,0.04,FTK_90,Pending,,TTS,TH,VIVO,PUSH03,1732184275294915040,"33203 #กางเกงในขาเว้าผู้ชาย เนื้อผ้านุ่มเด้ง เนื้อผ้านิ่ม ใส่สบาย ไม่บาดผิว มีหลายสีให้เลือก ส่งจากไทย",1732184172000348640,"Chian Sin"
555475968,,"2025-08-23 10:27:48","2025-08-23 17:02:54","TikTok Shop TH (Deeplinkable) - CPS",-,580096093249831978,1.11,0.03,FTK,Pending,,TTS,TH,OPPO,PUSH_02,1729614837823539634,เสื้อผ้าชาติพันธุ์กางเกงลำลองคู่กางเกงผู้ชายกางเกงบางฤดูร้อนกางเกงช้างกางเกงขนาดเดียวกางเกงของขวัญ,1729614837823146418,"I like thie"
555083520,,"2025-08-23 01:24:27","2025-08-23 03:08:06","TikTok Shop MY - CPS",-,580093561374869063,22.66,0.08,OEM2_VIVO_PUSH,Pending,,,,,,1731151038296655540,"GRT NEW EDISI GRT968 TYRE 17 GECKO GRIP TAYAR CICAK 70/90 80/90-17 CUTTING RAIN GRIP SOFT COMPOUND BUNGA TIMSUN TS692",1731150986527868596,"Abang Motor"
555477248,,"2025-08-23 08:55:07","2025-08-23 17:05:47","TikTok Shop TH (Deeplinkable) - CPS",-,580095254422389850,2.97,0.08,FTK,Pending,,TTS,TH,OPPO,PUSH_02,1731587064210687460,"กางเกงขาสั้นลำลอง ทรงหลวม อินเทรนด์ พิมพ์ลายตัวอักษร ทุกเพศ สตรีท ต้องมี",1731587022991885796,"AnyHour Style-TH"
555481088,,"2025-08-23 20:47:57","2025-08-23 20:58:33","TikTok Shop ID - CPS",-,580102884202546637,0.28,0.00,DL,Pending,,TTS,ID,OPPO,PUSH,1729958014361438727,"ED - 10PCS / SET KUNCIRAN IKAT RAMBUT ANAK KARAKTER TOWEL RING MODEL KOREA / IKATAN RAMBUT KARET DONAT ANAK-ANAK",1729958014361373191,"Eternal Diary X"
555481344,,"2025-08-23 20:41:53","2025-08-23 20:59:02","TikTok Shop ID - CPS",-,580102791502989296,0.86,0.03,FTK,Pending,,TTS,ID,OPPO,PUSH_02,1732112229654496982,"gelang tangan tikar titanium gold gelang wanita dewasa anti karat dan luntur Bracelets",1732112219553367766,"Rs aksesoris"
