"Conversion ID","Conversion Date","Recorded On",Advertiser,"Campaign Name","Order ID","Sale Amount (USD)","Estimated Earnings (USD)","Publisher Sub ID 1",Status,Remarks,"Publisher Sub ID 2","Publisher Sub ID 3","Publisher Sub ID 4","Publisher Sub ID 5","Advertiser Sub ID 2","Advertiser Sub ID 3","Advertiser Sub ID 4","Advertiser Sub ID 5"
546515672,"2025-08-07 23:00:52","2025-08-08 18:44:16","Shopee ID (Media Buyers) - CPS",-,"208278052273559 | 25080782XKA54U",0.98,0.01,MP,Pending,,,68913ec2eadcbf1c0a16e914,,,"Hakamitsu LED Downlight Inbow 5/7/9/12/15/18/24 Watt / Downlight Panel/Downlight Persegi","Perlengkapan Rumah","EXISTING | APP","43229082 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
546515669,"2025-08-07 23:00:52","2025-08-08 18:44:16","Shopee ID (Media Buyers) - CPS",-,"208278052273559 | 25080782XKA54U",7.13,0.10,MP,Pending,,,68913ec2eadcbf1c0a16e914,,,"Hakamitsu LED Downlight Inbow 5/7/9/12/15/18/24 Watt / Downlight Panel/Downlight Persegi","Perlengkapan Rumah","EXISTING | APP","43229082 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
546515663,"2025-08-07 23:00:52","2025-08-08 18:44:16","Shopee ID (Media Buyers) - CPS",-,"208278052273559 | 25080782XKA54U",1.75,0.02,MP,Pending,,,68913ec2eadcbf1c0a16e914,,,"Hakamitsu LED Downlight Inbow 5/7/9/12/15/18/24 Watt / Downlight Panel/Downlight Persegi","Perlengkapan Rumah","EXISTING | APP","43229082 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
546291879,"2025-08-07 23:00:42","2025-08-08 09:50:20","Shopee PH - CPS",-,"208278042231617 | 25080782X9QN2A",2.78,0.03,MP,Pending,,,688e1624e4363f1bb75081f0,,,"BEALEREE &Multifunction shoe bag  unisex high quality adjustable","Sports & Outdoors","EXISTING | APP","50098683 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
546292408,"2025-08-07 22:57:18","2025-08-08 09:50:50","Shopee PH - CPS",-,"208277838204063 | 25080782R750RG",2.37,0.03,MP,Pending,,,6890a507a12f951c2391f9bf,,,"Solara LED Desk Lamp Rechargeable Table Lamp Study Lamp Student Reading Light Double Head Lighting","Home & Living","EXISTING | APP","501500600 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
546059142,"2025-08-07 22:56:19","2025-08-08 02:22:56","TikTok Shop ID - CPS",-,579910498646656486,2.29,0.07,MP,Pending,,,,,,1729605439973328897,"Sambel Ayam Suwir Icikiwir - Eatsambel",1729434875173963777,Eatsambel
546059141,"2025-08-07 22:56:19","2025-08-08 02:22:56","TikTok Shop ID - CPS",-,579910498646656486,2.29,0.07,MP,Pending,,,,,,1729605440976750593,"Sambel Cumi Ciamik - Eatsambel",1729387122000299009,Eatsambel
546292539,"2025-08-07 22:55:58","2025-08-08 09:50:59","Shopee PH - CPS",-,"208277757280400 | 25080782NSYN8F",2.29,0.03,MP,Pending,,,6890c0829616761c1d9a3e83,,,"90ml Insomnia Sleep Spray With Melatonin Lavender Sleep spray Aromatherapy Sleep Pillow Mist Spray",Health,"EXISTING | APP","1124071863 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
546292527,"2025-08-07 22:55:58","2025-08-08 09:50:58","Shopee PH - CPS",-,"208277757280401 | 25080782NSYN8G",2.62,0.03,MP,Pending,,,6890c0829616761c1d9a3e83,,,"【48 pcs 】Sleep Patch Insomnia Sleep Aid Patch Relieve Anxiety Stress Improve Sleeping Plaster",Health,"EXISTING | APP","1495457259 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
546293406,"2025-08-07 22:49:27","2025-08-08 09:51:48","Shopee PH - CPS",-,"208277366283045 | 25080782A538EQ",3.06,0.04,MP,Pending,,,688c0a70cd291c1c200151ff,,,"BEAUTY VAULT MAINTENANCE SET & REJUVENATING SET",Beauty,"EXISTING | APP","979443605 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
546293525,"2025-08-07 22:48:39","2025-08-08 09:51:54","Shopee PH - CPS",-,"208277319226179 | 250807828R76WR",8.73,0.10,MP,Pending,,,689014521b6c121bb95b0122,,,"CHAIN AND SPROCKET SET FOR TMX155 428- 32T-51T",Motorcycles,"EXISTING | APP","325172111 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
546293682,"2025-08-07 22:47:55","2025-08-08 09:52:05","Shopee PH - CPS",-,"208277275255798 | 250807827E98G6",2.99,0.04,MP,Pending,,,68937016cd70e01bb9b415ec,,,"Casing For Xiaomi Redmi 14C 14 C Redmi14C POCO C75 4G 5G Shockproof Phone Case Metal Armor Ring Bracket Stent Back Push Camera L","Mobile & Gadgets","EXISTING | APP","60314136 | PREFERRED_CB | ORDERED_IN_DIFFERENT_SHOP"
546531363,"2025-08-07 22:47:45","2025-08-08 18:56:59","Shopee ID (Media Buyers) - CPS",-,"208277265292537 | 2508078274SEAS",1.05,0.01,MP,Pending,,,6890dfea70d0a41bc4194dc2,,,"Vietnam Drip 7Q 114ml/ One Two Cups Saringan Kopi Stainless Steel","Perlengkapan Rumah","NEW | APP","506176727 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
546059677,"2025-08-07 22:46:12","2025-08-08 02:23:27","TikTok Shop ID - CPS",-,579910328004805758,5.44,0.16,MP,Pending,,,,,,1730055498357704077,"PASSEO PAKET 10 PCS tissue smart 540 ply ( 500 + 40 ) 3 ply tisu wajah Facial tissue",1730055537456940429,Revitafashion25
546293933,"2025-08-07 22:45:16","2025-08-08 09:52:20","Shopee PH - CPS",-,"208277116254796 | 250807822PMTND",5.41,0.06,MP,Pending,,,689438882339b04e72373cdd,,,"Assorted Helmet Cover Helmet Plush animal personality panda fullface Helmet Cover character",Motorcycles,"EXISTING | APP","470414953 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
546294042,"2025-08-07 22:44:08","2025-08-08 09:52:26","Shopee PH - CPS",-,"208277041263655 | 250807820F4BAY",1.73,0.02,MP,Pending,,,689201d0a0378a9986199d65,,,"JTS WALL STICKER 3D EFFECT FALSE WINDOW EIFFEL TOWER","Home & Living","EXISTING | APP","196566793 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
546294040,"2025-08-07 22:44:08","2025-08-08 09:52:26","Shopee PH - CPS",-,"208277041263655 | 250807820F4BAY",1.66,0.02,MP,Pending,,,689201d0a0378a9986199d65,,,"JTS WALLSTICKER STITCH HAPPY COUPLE DESIGN","Home & Living","EXISTING | APP","196566793 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
546294036,"2025-08-07 22:44:08","2025-08-08 09:52:26","Shopee PH - CPS",-,"208277041263655 | 250807820F4BAY",1.73,0.02,MP,Pending,,,689201d0a0378a9986199d65,,,"JTS. WALL STICKER STITCH LOVER DESIGN","Home & Living","EXISTING | APP","196566793 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
546059827,"2025-08-07 22:43:54","2025-08-08 02:23:40","TikTok Shop ID - CPS",-,579910276597909455,0.67,0.02,MP,Pending,,,,,,1731518062425048275,"Cincin wanita dewasa model pita full mata emas Aksesoris Perhiasan Titanium Best Jewerly Elegan Anti Karat Rings",1731518046920541395,nonamudatitanium
546529065,"2025-08-07 22:43:29","2025-08-08 18:55:07","Shopee ID (Media Buyers) - CPS",-,"208277010225383 | 25080781YHH45M",5.16,0.07,MP,Pending,,,68905ddc03bcc31bbca7cf84,,,"Punya Eca","Pakaian Wanita","EXISTING | APP","238932141 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
546294205,"2025-08-07 22:43:06","2025-08-08 09:52:36","Shopee PH - CPS",-,"208276986210712 | 25080781XTMD3T",1.19,0.01,MP,Pending,,,6894b37f22e8621bd8d00dea,,,"homeliving01 Smartphone Battery Repair Device Multipurpose USB Mobile Phone Battery Repairer Restorer Extend Phone Laptop Tablet","Mobile & Gadgets","EXISTING | APP","115086247 | PREFERRED_CB | ORDERED_IN_DIFFERENT_SHOP"
546295519,"2025-08-07 22:34:54","2025-08-08 09:53:53","Shopee PH - CPS",-,"208276494256564 | 25080781G5F3EW",2.50,0.03,MP,Pending,,,6894853542f0242c375f4c0a,,,"Foldable Pet Cage With Free Poop Tray Heavy Duty Dog cat cage crates Extra large space",Pets,"EXISTING | APP","582319922 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
546295516,"2025-08-07 22:34:54","2025-08-08 09:53:53","Shopee PH - CPS",-,"208276494256564 | 25080781G5F3EW",0.00,0.00,MP,Pending,,,6894853542f0242c375f4c0a,,,"Cat Snack pet Treats Fresh Cat Wet Food Treat For Pets Kitten Health and Safety",Pets,"EXISTING | APP","582319922 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
546295897,"2025-08-07 22:32:57","2025-08-08 09:54:13","Shopee PH - CPS",-,"208276370261278 | 25080781CF7390",4.00,0.05,MP,Pending,,,6891acfcea224850a5a293b9,,,"MIO 125 M3 SOLARIS LINING DECALS",Motorcycles,"EXISTING | APP","628323282 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
546296048,"2025-08-07 22:31:48","2025-08-08 09:54:21","Shopee PH - CPS",-,"208276308202436 | 25080781AM13DQ",38.07,0.46,MP,Pending,,,689208ed79e5ec1bae7dcc03,,,"【COD】 Sailor Nautical Steering Wheel Boat Rudder Bottle Opener Wedding Travel Baptismal Souvenir","Home & Living","EXISTING | APP","677936789 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
546296085,"2025-08-07 22:31:29","2025-08-08 09:54:22","Shopee PH - CPS",-,"208276289210797 | 25080781A1WPEA",42.52,0.51,MP,Pending,,,6890bb19f4a8441bbb7cf5bc,,,"【100% Genuine】Asics Breathable Wear-resistant And Slip Resistant Sports Running Shoes","Sports & Outdoors","EXISTING | APP","550462429 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
546296146,"2025-08-07 22:31:09","2025-08-08 09:54:26","Shopee PH - CPS",-,"208276269245383 | 250807819EVAYX",1.61,0.02,MP,Pending,,,688deb5b13612c1ba60bf48d,,,"Mumu 3082 Unisex Canvas Students Sling Bag Women Shoulder Casual Bags For Woman","Women Bags","EXISTING | APP","19100527 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
546060665,"2025-08-07 22:30:00","2025-08-08 02:24:36","TikTok Shop ID - CPS",-,579910087086278112,1.33,0.03,MP,Pending,,,,,,1731346447552317337,"HIJAB SEGIEMPAT PARIS PREMIUM ANTI LETOY AL-MAHIRA",1731346224066168729,aini.scarf
546296449,"2025-08-07 22:28:32","2025-08-08 09:54:39","Shopee PH - CPS",-,"208276112214428 | 250807814S45PH",0.79,0.01,MP,Pending,,,689158d85323d61bbd8d87b0,,,"Eyebrow Cream with Eyebrow Brush - Brow Pencil High Pigment Long Lasting Wear, Smudge Proof, Sweat Resistant, Easy To Slide and ",Beauty,"EXISTING | APP","285160208 | C2C_CB | ORDERED_IN_DIFFERENT_SHOP"
546535787,"2025-08-07 22:27:48","2025-08-08 19:00:11","Shopee ID (Media Buyers) - CPS",-,"208276068291188 | 250807813F7PHQ",0.82,0.01,MP,Pending,,,6894aac5023e731bb0233808,,,"busy book San-rio/Quiet Book Kuromi/DIY Buku Mainan/Mainan Edukasi Book/Bahan kertas Art 60gr-Rabbit Stationery","Buku & Majalah","EXISTING | APP","1101461274 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
546060909,"2025-08-07 22:25:46","2025-08-08 02:24:51","TikTok Shop ID - CPS",-,579910057269429679,1.25,0.03,MP,Pending,,,,,,1731444405829535073,"Peci Hitam Polos Ac Tinggi 7/8/9 Cm Songkok Nasional Kopiah Anak Dewasa",1730335265296188769,"Songkok Exclusive AL-BAHRAN"
546296504,"2025-08-07 22:24:30","2025-08-08 09:54:41","Shopee PH - CPS",-,"208275869232728 | 25080780WHCWFJ",4.35,0.05,MP,Pending,,,68906f961444ad1bc3f9ab6a,,,"MUMMYBABY pull-up pants tape diapers baby diapers full-size high-quality leak free super absorbent","Mom & Baby","EXISTING | APP","813324703 | SHOPEE_MALL_CB | ORDERED_IN_DIFFERENT_SHOP"
546296580,"2025-08-07 22:23:49","2025-08-08 09:54:44","Shopee PH - CPS",-,"208275829242025 | 25080780VB8DX7",2.41,0.03,MP,Pending,,,688dfeeecd5e49d5993ec728,,,"A4/A5/A6/A3Magnetic Picture Photo Frame Certificate Magnetic Display Sticker Photo Office Adhesive Wall Frame","Home & Living","EXISTING | APP","1202331757 | C2C_CB | ORDERED_IN_DIFFERENT_SHOP"
546061007,"2025-08-07 22:23:13","2025-08-08 02:24:53","TikTok Shop ID - CPS",-,579909975485744443,0.37,0.02,MP,Pending,,,,,,1729705145202477451,"For Infinix ANTIGORES CERAMIC SPY MATTE PRIVACY Lentur PELINDUNG LAYAR HP",1729705145201887627,ASolution
546297126,"2025-08-07 22:20:22","2025-08-08 09:55:07","Shopee PH - CPS",-,"208275622271004 | 25080780P5VAKN",1.20,0.01,MP,Pending,,,68931748e0bda31bbcd1a35a,,,"Safety Baby Mosquito Repellent For Baby Tasteless Insect Repellent Safety Health",Health,"EXISTING | APP","811546218 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
546297123,"2025-08-07 22:20:22","2025-08-08 09:55:07","Shopee PH - CPS",-,"208275622271004 | 25080780P5VAKN",0.00,0.00,MP,Pending,,,68931748e0bda31bbcd1a35a,,,"after-sales link sku after-sales link sku after-sales link sku after-sales link sku","Home & Living","EXISTING | APP","811546218 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
546297121,"2025-08-07 22:20:22","2025-08-08 09:55:07","Shopee PH - CPS",-,"208275622271004 | 25080780P5VAKN",0.51,0.01,MP,Pending,,,68931748e0bda31bbcd1a35a,,,"FIIO FASHION KF94 Face Mask 10 Pcs Non-woven Protection Filter 3D Anti Viral Mask Korea Style Mask",Health,"EXISTING | APP","811546218 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
546297442,"2025-08-07 22:18:46","2025-08-08 09:55:21","Shopee PH - CPS",-,"208275526280875 | 25080780KAAUXG",1.20,0.01,MP,Pending,,,688de56fede1531bd35e820a,,,"Breathable men boxers underwear underpants boxershorts man big plus size soft comfortable panties","Men Clothes","EXISTING | APP","359290865 | PREFERRED_CB | ORDERED_IN_DIFFERENT_SHOP"
546061425,"2025-08-07 22:16:44","2025-08-08 02:25:22","TikTok Shop ID - CPS",-,579909935702902137,2.51,0.07,MP,Pending,,,,,,1730895297924925349,"New Sport Paket 12 Pasang Kaos Kaki Olahraga Sport Pria Wanita Dewasa Katun Hitam Abu Unisex Motif",1730895297630537637,"PARAKU COLLECTION"
546538222,"2025-08-07 22:14:16","2025-08-08 19:02:04","Shopee ID (Media Buyers) - CPS",-,"208275256246713 | 25080780B8STRD",2.66,0.04,MP,Pending,,,68922548636b04c0503bb229,,,"Jual SENDOK Juga- 1Dus.MURAH 1pack isi 25set - Thinwall 500 ml 650 ml 750 ml 1000 ml","Perlengkapan Rumah","EXISTING | APP","326627098 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
546538218,"2025-08-07 22:14:16","2025-08-08 19:02:03","Shopee ID (Media Buyers) - CPS",-,"208275256246713 | 25080780B8STRD",2.78,0.04,MP,Pending,,,68922548636b04c0503bb229,,,"Jual SENDOK Juga- 1Dus.MURAH 1pack isi 25set - Thinwall 500 ml 650 ml 750 ml 1000 ml","Perlengkapan Rumah","EXISTING | APP","326627098 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
546538603,"2025-08-07 22:13:47","2025-08-08 19:02:20","Shopee ID (Media Buyers) - CPS",-,"208275220262789 | 25080780A6G0Y4",0.77,0.01,MP,Pending,,,6892bda11b08db982d1240bc,,,"[FS] FREE POUCH Kuas Make Up 13 Pcs Set Kuas Make Up Brush 13pcs Bulu Sintetis Set Make Up Brush Mini Travel","Perawatan & Kecantikan","EXISTING | APP","29723936 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
546061672,"2025-08-07 22:12:41","2025-08-08 02:25:36","TikTok Shop ID - CPS",-,579909862570362675,1.84,0.04,MP,Pending,,,,,,1729434411815569861,"Pashmina Inner Ceruty Baby Doll/Pasmina Inner Ceruti",1729434411837852101,"Gumaisha store"
546298438,"2025-08-07 22:12:24","2025-08-08 09:56:01","Shopee PH - CPS",-,"208275144222937 | 250807807WYC1V",1.38,0.02,MP,Pending,,,688e36bdd67f641d2ba76f20,,,"Wintop Walis Tambo 8-Nails Finger Broom – Soft Tambo Broom for Home Cleaning, Wood Handle, Durable","Home & Living","EXISTING | APP","29951672 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
546296637,"2025-08-07 22:10:07","2025-08-08 09:54:46","Shopee PH - CPS",-,"208275007203711 | 250807803U9WBF",13.95,0.17,MP,Pending,,,68944c7fd94d045c2da8fdad,,,"Cellmaxs High Capacity Battery For 5S SE 6 6s 7 8 SE 2020 X XS XR MAX 11 12 13 14 Mini Plus Pro Max","Mobile & Gadgets","EXISTING | APP","379593088 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
